"Name(ocultar)";"Futbolista_ID";"GK";"DL";"DC";"DR";"WBL";"WBR";"DM";"ML";"MC";"MR";"AML";"AMC";"AMR";"ST"
"Ibrahima Baldé";"7290";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Isaac Babadi";"7291";"1";"1";"1";"1";"1";"1";"1";"17";"16";"16";"18";"20";"16";"12"
"Stiven Shpendi";"7292";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"18";"18";"18";"20"
"João Neves";"7293";"1";"1";"1";"1";"1";"1";"8";"1";"20";"1";"1";"18";"1";"1"
"Matty Longstaff";"7294";"1";"1";"1";"1";"1";"1";"15";"1";"20";"1";"1";"15";"1";"1"
"Sam Barnes";"7295";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ísak Snær Þorvaldsson";"7296";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"18";"1";"12"
"Lucas Copado";"7297";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"14";"14";"20"
"George Hall";"7298";"1";"1";"1";"1";"1";"1";"16";"1";"20";"1";"1";"16";"1";"1"
"Christian Mosquera";"7299";"1";"1";"20";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nelson Palacio";"7300";"1";"1";"1";"10";"1";"10";"20";"1";"20";"1";"1";"1";"1";"1"
"Assaf Tzur";"7301";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Daniel Cabral";"7302";"1";"1";"1";"1";"1";"1";"20";"1";"15";"1";"1";"1";"1";"1"
"Syver Aas";"7303";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"1";"1";"1"
"Vicente Pizarro";"7304";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"1";"1";"1"
"Ángel Fortuño";"7305";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Johannes Schenk";"7306";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Andrés Gómez";"7307";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"1"
"Luca Unbehaun";"7308";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Pedro Lucas";"7309";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"14";"13"
"Diogo Travassos";"7310";"1";"15";"1";"20";"12";"18";"1";"10";"1";"14";"12";"1";"18";"1"
"Guillem Molina";"7311";"1";"10";"20";"14";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Philipp Wydra";"7312";"1";"1";"1";"1";"5";"5";"5";"10";"15";"15";"13";"20";"17";"10"
"Zhang Linpeng";"7313";"1";"4";"20";"18";"3";"5";"15";"4";"8";"1";"1";"1";"1";"1"
"Valentín Umeres";"7314";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"20"
"Jovan Mituljikić";"7315";"1";"1";"1";"1";"1";"1";"1";"13";"18";"12";"15";"20";"15";"8"
"Valentín Carboni";"7316";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"8";"20";"17";"16"
"Nikola Mituljikić";"7317";"1";"1";"1";"1";"1";"1";"1";"11";"8";"12";"17";"14";"20";"12"
"Ante Crnac";"7318";"1";"8";"1";"1";"10";"1";"1";"14";"1";"14";"18";"1";"20";"17"
"Patricio Pernicone";"7319";"1";"1";"20";"17";"1";"12";"1";"1";"1";"1";"1";"1";"1";"1"
"Rodrigo Pinheiro";"7320";"1";"14";"1";"20";"11";"16";"1";"1";"1";"1";"1";"1";"1";"1"
"Gjivai Zechiël";"7321";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"12";"1";"1"
"Gianluca Prestianni";"7322";"1";"1";"1";"1";"1";"1";"1";"14";"1";"11";"20";"18";"18";"10"
"Dion Kacuri";"7323";"1";"1";"1";"1";"1";"1";"15";"1";"20";"1";"1";"10";"1";"8"
"Nikola Stajić";"7324";"1";"19";"20";"1";"12";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Marko Soldo";"7325";"1";"1";"1";"1";"1";"1";"20";"1";"14";"1";"1";"8";"1";"1"
"Chaka Traoré";"7326";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"18";"14"
"Álvaro Rodríguez";"7327";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"16";"1";"1";"20"
"Facundo Giacopuzzi";"7328";"1";"1";"20";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Harib Abdalla";"7329";"1";"1";"1";"1";"8";"8";"1";"1";"10";"13";"15";"13";"20";"10"
"Jasper Torkildsen";"7330";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Anderson Duarte";"7331";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"15";"19";"16"
"Georgi Tunjov";"7332";"1";"1";"1";"1";"1";"1";"12";"15";"20";"15";"12";"18";"12";"1"
"Daniel Bielica";"7333";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ben Chrisene";"7334";"1";"20";"1";"1";"20";"1";"1";"15";"13";"1";"15";"13";"1";"1"
"Matías Abaldo";"7335";"1";"1";"1";"1";"1";"1";"1";"7";"1";"9";"16";"20";"18";"13"
"Lamine Camara";"7336";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"1";"1";"1"
"Tommaso Berti";"7337";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"12";"17";"12";"1"
"Julio Cerpa";"7338";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"12";"20";"12";"8"
"Sergio Maselli";"7339";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"1";"1";"1"
"Reuell Walters";"7340";"1";"15";"15";"20";"14";"18";"1";"1";"1";"1";"1";"1";"1";"1"
"Emmanuel Gómez Riga";"7341";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Dragan Stoisavljević";"7342";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"17";"14";"12";"20"
"Brian Gutiérrez";"7343";"1";"1";"1";"1";"1";"1";"1";"1";"12";"12";"1";"20";"16";"1"
"Jay Henderson";"7344";"1";"1";"1";"1";"1";"17";"1";"1";"1";"18";"1";"1";"20";"1"
"Kenan Yıldız";"7345";"1";"1";"1";"1";"1";"1";"3";"12";"8";"12";"17";"20";"15";"17"
"João Moreira";"7346";"1";"17";"1";"20";"12";"17";"10";"1";"10";"1";"1";"1";"1";"1"
"Giuseppe Leone";"7347";"1";"1";"1";"1";"1";"1";"20";"1";"19";"1";"1";"10";"1";"1"
"Awad Al-Nashri";"7348";"1";"1";"1";"1";"1";"1";"15";"1";"20";"1";"12";"1";"1";"1"
"Niko Rak";"7349";"1";"12";"1";"17";"1";"1";"20";"1";"17";"1";"1";"1";"1";"1"
"Kristian Nökkvi Hlynsson";"7350";"1";"1";"1";"1";"1";"1";"1";"15";"16";"15";"17";"20";"18";"1"
"Sergio Santos";"7351";"1";"1";"18";"20";"1";"10";"1";"1";"1";"1";"1";"1";"1";"1"
"André";"7352";"1";"1";"1";"20";"1";"17";"1";"1";"1";"10";"1";"1";"10";"1"
"Khayon Edwards";"7353";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"16";"17";"16";"20"
"Zach Awe";"7354";"1";"1";"20";"1";"1";"1";"14";"1";"12";"1";"1";"1";"1";"1"
"Jovan Mijatović";"7355";"1";"1";"1";"1";"1";"1";"1";"12";"1";"12";"17";"9";"20";"12"
"Matheus Araújo";"7356";"1";"1";"1";"1";"1";"1";"1";"10";"15";"16";"17";"20";"17";"1"
"Diogo Nascimento";"7357";"1";"1";"1";"1";"1";"1";"1";"12";"19";"5";"17";"20";"10";"5"
"Isak Hansen-Aarøen";"7358";"1";"1";"1";"1";"1";"1";"14";"1";"20";"1";"12";"18";"10";"1"
"Coniah Boyce-Clarke";"7359";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Josh Grant";"7360";"1";"12";"20";"12";"10";"13";"16";"1";"16";"1";"1";"1";"1";"1"
"Thapelo Maseko";"7361";"1";"1";"1";"1";"1";"1";"1";"13";"1";"1";"20";"1";"13";"17"
"Goh Young-Joon";"7362";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"20";"15";"13"
"Fernando Somolinos";"7363";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Stefan Leković";"7364";"1";"1";"20";"1";"1";"1";"12";"1";"1";"1";"1";"1";"1";"1"
"Fidel Ambríz";"7365";"1";"1";"12";"1";"1";"1";"20";"1";"10";"1";"1";"1";"1";"1"
"Jhon Vélez";"7366";"1";"1";"1";"1";"1";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Demba Diop";"7367";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"1";"1";"1"
"Strahinja Kerkez";"7368";"1";"1";"20";"1";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Justin Janitzek";"7369";"1";"15";"20";"1";"12";"1";"12";"10";"1";"1";"1";"1";"1";"1"
"Nicolò Cudrig";"7370";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Jayden Addai";"7371";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"16";"1";"20";"1"
"José Riasco";"7372";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"7";"1";"7";"20"
"Đorđe Gordić";"7373";"1";"1";"1";"1";"1";"1";"1";"12";"16";"15";"15";"20";"15";"1"
"Ismet Lushaku";"7374";"1";"1";"1";"1";"10";"10";"14";"12";"20";"12";"12";"14";"1";"1"
"Cristian Shpendi";"7375";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Maro Katinić";"7376";"1";"1";"20";"12";"1";"1";"12";"1";"1";"1";"1";"1";"1";"1"
"Angel Josuè Chibozo";"7377";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"18";"16";"14";"20"
"Marco Da Graca";"7378";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"15";"10";"20"
"Kerr Smith";"7379";"1";"1";"20";"17";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Mihajlo Petković";"7380";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"14";"10";"12"
"Aliou Traoré";"7381";"1";"1";"1";"1";"1";"1";"14";"14";"20";"12";"15";"14";"12";"1"
"Ömer Beyaz";"7382";"1";"1";"1";"1";"1";"1";"1";"1";"18";"15";"1";"20";"1";"1"
"Ivan Ćubelić";"7383";"1";"1";"1";"1";"1";"1";"13";"15";"18";"13";"15";"20";"12";"1"
"Bandar Al-Salamah";"7384";"1";"1";"1";"1";"1";"1";"1";"1";"1";"15";"1";"13";"20";"1"
"Tawanda Maswanhise";"7385";"1";"1";"1";"1";"1";"1";"1";"12";"8";"12";"19";"10";"20";"17"
"Wilson Odobert";"7386";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"1";"1";"1"
"Sergey Babkin";"7387";"1";"1";"1";"1";"1";"1";"17";"1";"20";"1";"1";"1";"1";"1"
"Fran Delgado";"7388";"1";"1";"1";"17";"10";"20";"1";"1";"1";"1";"1";"1";"13";"1"
"Jovan Šljivić";"7389";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"18";"1";"1"
"Fanil Sungatulin";"7390";"1";"1";"1";"1";"1";"1";"20";"1";"13";"1";"1";"1";"1";"1"
"Emmanuel van de Blaak";"7391";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Carlos Paternina";"7392";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"12"
"Luka Reischl";"7393";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"16";"1";"20"
"Ziad El Sheiwi";"7394";"1";"20";"1";"1";"14";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Filip Ristanic";"7395";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"19";"1";"20"
"Ronaldo Camará";"7396";"1";"1";"1";"1";"1";"1";"1";"1";"19";"1";"1";"20";"1";"1"
"Deivi Barrios";"7397";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Vanja Vlahović";"7398";"1";"1";"1";"1";"1";"1";"1";"14";"13";"13";"20";"14";"18";"16"
"Jin Jingdao";"7399";"1";"1";"1";"1";"1";"1";"14";"16";"20";"16";"15";"15";"15";"5"
"Hao Junmin";"7400";"1";"4";"1";"8";"4";"8";"15";"14";"20";"16";"14";"16";"16";"1"
"Neto";"7401";"1";"1";"1";"14";"1";"13";"17";"1";"20";"12";"1";"13";"11";"1"
"Juan Diego Castillo";"7402";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Marcelo Morales";"7403";"1";"20";"1";"1";"16";"1";"1";"12";"1";"1";"1";"1";"1";"1"
"Martin Palumbo";"7404";"1";"1";"1";"1";"1";"1";"13";"1";"20";"1";"1";"16";"1";"8"
"Gor Manvelyan";"7405";"1";"1";"1";"1";"1";"1";"1";"1";"17";"1";"1";"20";"1";"1"
"Filip Čuić";"7406";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Sekou Diawara";"7407";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Marc Cucalón";"7408";"1";"1";"1";"1";"1";"1";"17";"1";"20";"1";"1";"14";"1";"1"
"Dylan Stephenson";"7409";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"17";"20";"19";"16"
"Justin Che";"7410";"1";"1";"18";"20";"1";"13";"1";"1";"1";"1";"1";"1";"1";"1"
"Jakob Napoleon Romsaas";"7411";"1";"1";"1";"1";"1";"1";"1";"13";"18";"14";"14";"20";"20";"14"
"César Palacios";"7412";"1";"1";"1";"1";"1";"1";"1";"1";"17";"1";"1";"20";"1";"1"
"Lucas Assadi";"7413";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"20";"16";"14";"12"
"Shane Flynn";"7414";"1";"20";"14";"1";"19";"1";"1";"16";"1";"10";"15";"8";"12";"6"
"Yeray Cabanzón";"7415";"1";"1";"1";"1";"1";"1";"1";"10";"16";"10";"15";"20";"17";"1"
"Dire Mebude";"7416";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"16"
"Archie Gray";"7417";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"14";"1";"1"
"Noah Mbamba";"7418";"1";"1";"14";"1";"1";"1";"20";"1";"14";"1";"1";"1";"1";"1"
"Zeidane Inoussa";"7419";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"1";"8";"10"
"James Balagizi";"7420";"1";"1";"1";"1";"1";"1";"14";"1";"18";"1";"19";"20";"14";"13"
"Héctor Holguín";"7421";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Yury Zheleznov";"7422";"1";"1";"1";"1";"1";"1";"1";"15";"1";"15";"20";"13";"19";"1"
"Omari Hutchinson";"7423";"1";"1";"1";"1";"12";"1";"1";"13";"15";"1";"16";"20";"17";"1"
"Léo Linck";"7424";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"David González";"7425";"1";"1";"1";"1";"1";"1";"10";"1";"20";"1";"1";"14";"12";"1"
"Beraldo";"7426";"1";"14";"20";"1";"10";"1";"16";"1";"12";"1";"1";"1";"1";"1"
"Giorgi Kutsia";"7427";"1";"1";"1";"16";"1";"1";"18";"1";"20";"1";"1";"1";"1";"1"
"Matteo Rizzo";"7428";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Oz Bilu";"7429";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"17";"17";"20";"1"
"Agustín Riggio";"7430";"1";"1";"1";"1";"1";"1";"1";"11";"1";"12";"17";"1";"20";"1"
"Silvano Vos";"7431";"1";"1";"17";"1";"1";"1";"19";"1";"20";"1";"1";"1";"1";"1"
"Ismaël Gharbi";"7432";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"15";"1"
"Jude Soonsup-Bell";"7433";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"14";"20"
"Piotr Starzyński";"7434";"1";"1";"1";"1";"1";"1";"1";"14";"16";"14";"16";"18";"20";"12"
"Mees Bakker";"7435";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Eugenio Pizzuto";"7436";"1";"1";"1";"1";"1";"1";"20";"1";"17";"1";"1";"13";"1";"1"
"Louie Barry";"7437";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"15";"5";"15";"20"
"Axel Encinas";"7438";"1";"1";"1";"1";"1";"1";"1";"1";"15";"1";"16";"20";"13";"9"
"Wu Xinghan";"7439";"1";"4";"1";"1";"1";"1";"1";"15";"1";"9";"20";"10";"18";"15"
"Zhang Xizhe";"7440";"1";"1";"1";"1";"1";"1";"12";"15";"17";"13";"18";"20";"14";"10"
"Wei Shihao";"7441";"1";"1";"1";"1";"1";"1";"1";"5";"5";"5";"20";"8";"15";"15"
"Yin Hongbo";"7442";"1";"1";"1";"1";"1";"1";"9";"15";"15";"12";"18";"20";"16";"1"
"Nathaniel Nwosu";"7443";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Loum Tchaouna";"7444";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"15"
"Brajan Gruda";"7445";"1";"1";"1";"1";"1";"1";"1";"10";"12";"10";"15";"18";"15";"20"
"Mihajlo Spasojević";"7446";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Konstantin Shiltsov";"7447";"1";"1";"1";"1";"1";"1";"1";"1";"16";"1";"1";"20";"1";"1"
"Marko Brkljača";"7448";"1";"1";"1";"1";"1";"1";"1";"1";"17";"1";"1";"20";"1";"12"
"Carlos Baleba";"7449";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"15";"1";"1"
"Plamen Andreev";"7450";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Dominik Braun";"7451";"1";"8";"20";"10";"1";"1";"8";"1";"1";"1";"1";"1";"1";"1"
"Sonny Perkins";"7452";"1";"1";"1";"1";"1";"1";"1";"1";"14";"1";"15";"20";"13";"19"
"Kevin Ackermann";"7453";"1";"1";"1";"1";"1";"1";"12";"10";"20";"10";"10";"18";"10";"7"
"Marvel";"7454";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Luka Stojković";"7455";"1";"1";"1";"1";"1";"1";"1";"12";"14";"1";"20";"20";"1";"1"
"Amar Abdirahman Ahmed";"7456";"1";"1";"1";"1";"1";"1";"1";"16";"1";"16";"20";"17";"18";"12"
"Yoel Lago";"7457";"1";"1";"1";"1";"1";"1";"20";"1";"15";"1";"12";"14";"12";"1"
"Charlie Webster";"7458";"1";"1";"1";"1";"1";"1";"16";"1";"20";"1";"1";"15";"1";"1"
"Léo Mana";"7459";"1";"1";"1";"20";"1";"19";"1";"1";"1";"15";"1";"1";"10";"1"
"Nikolaj Möller";"7460";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"1";"20"
"Salvatore Pezzella";"7461";"1";"1";"1";"1";"1";"1";"15";"1";"20";"1";"1";"1";"1";"1"
"Anton Tsarenko";"7462";"1";"1";"1";"1";"1";"1";"10";"8";"18";"6";"10";"20";"4";"10"
"Valentin Decarpentrie";"7463";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"18";"15";"20";"12"
"Johan Bakke";"7464";"1";"1";"12";"1";"1";"1";"14";"1";"20";"1";"1";"14";"1";"12"
"Micah Hamilton";"7465";"1";"1";"1";"1";"1";"1";"1";"14";"19";"12";"20";"15";"15";"1"
"Sala";"7466";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Jahmari Clarke";"7467";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"11";"1";"13";"20"
"José Alvarado";"7468";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"16";"1";"20"
"Karim Sow";"7469";"1";"1";"20";"1";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Juanlu";"7470";"1";"1";"1";"1";"10";"15";"1";"17";"10";"19";"18";"15";"20";"1"
"Peter";"7471";"1";"9";"1";"1";"12";"1";"1";"14";"1";"14";"16";"12";"20";"9"
"Alessandro Fontanarosa";"7472";"1";"15";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Martin Adeline";"7473";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"17";"1";"1"
"Ángel Zapata";"7474";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"1";"1";"1"
"Samuel Giovane";"7475";"1";"1";"1";"1";"1";"1";"19";"1";"20";"1";"1";"15";"1";"1"
"Peng Xinli";"7476";"1";"1";"11";"1";"1";"1";"15";"14";"19";"1";"1";"20";"1";"1"
"André Gomes";"7477";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Pedro Santos";"7478";"1";"1";"1";"1";"1";"1";"1";"12";"16";"12";"16";"20";"18";"1"
"Jamie Donley";"7479";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Yannick Agnero";"7480";"1";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"1";"17";"20"
"Devin Haen";"7481";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"15";"1";"20"
"Mahmoud Saber";"7482";"1";"1";"1";"1";"1";"1";"1";"1";"15";"1";"18";"20";"19";"14"
"Iggy Houben";"7483";"1";"1";"1";"1";"1";"7";"1";"12";"1";"14";"16";"1";"20";"1"
"Jamal Gonzaga";"7484";"1";"1";"1";"1";"1";"1";"1";"10";"15";"1";"12";"20";"1";"1"
"Arijon Ibrahimović";"7485";"1";"1";"1";"1";"1";"1";"8";"12";"15";"12";"15";"20";"15";"12"
"Carlos Borges";"7486";"1";"1";"1";"1";"1";"1";"1";"10";"1";"14";"17";"1";"20";"10"
"Lukas Ullrich";"7487";"1";"20";"1";"1";"17";"1";"1";"15";"1";"1";"10";"1";"1";"1"
"Jake Garrett";"7488";"1";"10";"14";"1";"10";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Kaide Gordon";"7489";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"18";"14";"20";"14"
"Samuel Iling";"7490";"1";"1";"1";"1";"1";"1";"1";"15";"1";"13";"20";"12";"14";"16"
"Khalil Fayad";"7491";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"1";"1";"1"
"Will Alves";"7492";"1";"1";"1";"1";"1";"1";"1";"1";"18";"1";"1";"20";"1";"1"
"Valentín Chocobar";"7493";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"1";"15"
"Marcel Wenig";"7494";"1";"1";"1";"1";"1";"1";"10";"14";"18";"14";"14";"20";"14";"1"
"Süleyman Cebeci";"7495";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"12";"20";"12";"1"
"Ziad Tarek";"7496";"1";"1";"1";"1";"1";"1";"1";"12";"1";"12";"15";"18";"20";"1"
"Sindre Walle Egeli";"7497";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"14";"1";"20";"16"
"Charlie Whitaker";"7498";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"16";"20";"15";"12"
"Ariel Mosór";"7499";"1";"1";"20";"10";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Igor Strzałek";"7500";"1";"1";"1";"1";"1";"1";"7";"10";"19";"10";"17";"20";"15";"1"
"Daniel Luna";"7501";"1";"1";"1";"1";"1";"1";"1";"10";"12";"8";"16";"20";"15";"1"
"Alberto Herrera";"7502";"1";"1";"1";"1";"1";"1";"15";"12";"20";"1";"1";"1";"1";"1"
"Román Vega";"7503";"1";"20";"14";"1";"16";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Obed Vargas";"7504";"1";"1";"1";"1";"1";"1";"18";"1";"20";"1";"1";"14";"1";"1"
"Theo Sander";"7505";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Iván Muñoz";"7506";"1";"17";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ayman Kari";"7507";"1";"1";"1";"1";"1";"1";"13";"1";"20";"1";"1";"1";"1";"1"
"Rayane Bounida";"7508";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"18";"20";"18";"12"
"Gaetano Oristanio";"7509";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"13";"20";"13";"18"
"Tiago Geralnik";"7510";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"1";"20";"1";"1"
"Vasco Walz";"7511";"1";"1";"1";"1";"1";"1";"18";"12";"20";"12";"1";"1";"1";"1"
"Brahim Traoré";"7512";"1";"1";"20";"1";"1";"1";"13";"1";"1";"1";"1";"1";"1";"1"
"Yaya Kader Fofana";"7513";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"15";"1";"1"
"Omar El Hilali";"7514";"1";"14";"10";"20";"1";"18";"1";"1";"1";"14";"1";"1";"14";"1"
"Jobe Bellingham";"7515";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"14";"1";"1"
"Tomás Avilés";"7516";"1";"1";"20";"1";"1";"1";"18";"1";"1";"1";"1";"1";"1";"1"
"João Valido";"7517";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Chem Campbell";"7518";"1";"1";"1";"1";"1";"5";"1";"15";"1";"15";"20";"13";"18";"1"
"Malick Fofana";"7519";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"15";"1";"20";"1"
"Iván Fresneda";"7520";"1";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Enzo Franco";"7521";"1";"10";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Emre Demir";"7522";"1";"1";"1";"1";"1";"1";"10";"14";"20";"14";"14";"18";"14";"10"
"Rafel Obrador";"7523";"1";"20";"1";"1";"18";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Kazımcan Karataş";"7524";"1";"18";"1";"1";"20";"1";"1";"14";"1";"1";"14";"1";"10";"5"
"Emin Bayram";"7525";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Aleix Garrido";"7526";"1";"1";"1";"1";"1";"1";"18";"10";"20";"10";"5";"12";"5";"1"
"Antonio Raimondo";"7527";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Olivier Aertssen";"7528";"1";"1";"20";"1";"1";"1";"16";"1";"12";"1";"1";"1";"1";"1"
"Dani Barcia";"7529";"1";"15";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Rocco Ascone";"7530";"1";"1";"16";"1";"1";"1";"20";"1";"20";"1";"1";"14";"1";"1"
"Max Normann Williamsen";"7531";"1";"10";"20";"14";"1";"1";"15";"1";"15";"1";"1";"1";"1";"1"
"Mateusão";"7532";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
