"Name(ocultar)";"Futbolista_ID";"Rendimiento en partidos importantes";"Lesiones";"Diversidad";"Adaptabilidad";"Ambición";"Razonamiento";"Lealtad";"Resistencia al estres";"Profesionalidad";"Deportividad";"Control emocional"
"Tyreece John-Jules";"6915";"8";"9";"9";"13";"11";"9";"12";"8";"12";"13";"13"
"Bryan Okoh";"6916";"7";"5";"5";"17";"15";"7";"11";"11";"11";"10";"11"
"Henrique Pereira";"6917";"10";"6";"12";"14";"13";"6";"14";"14";"15";"15";"16"
"Darío Osorio";"6918";"11";"6";"9";"12";"11";"5";"10";"10";"12";"11";"14"
"Ryan Johansson";"6919";"14";"11";"16";"15";"17";"6";"9";"13";"12";"15";"15"
"Pedro Ganchas";"6920";"10";"9";"8";"10";"13";"3";"14";"14";"15";"18";"16"
"Jesús Castillo";"6921";"12";"7";"12";"11";"11";"5";"14";"8";"10";"12";"14"
"Gabriel Barès";"6922";"11";"7";"8";"15";"10";"4";"12";"7";"13";"12";"19"
"Claudio Gomes";"6923";"14";"8";"16";"15";"12";"4";"10";"11";"14";"13";"12"
"Stefan Bajić";"6924";"12";"6";"10";"20";"12";"6";"12";"13";"14";"11";"19"
"Stuart McKinstry";"6925";"10";"5";"14";"13";"13";"4";"9";"10";"12";"12";"11"
"Femi Azeez";"6926";"10";"10";"9";"7";"11";"5";"11";"10";"12";"15";"8"
"Salah Oulad M'Hand";"6927";"9";"10";"6";"13";"8";"5";"13";"12";"10";"13";"14"
"Thauan Lara";"6928";"17";"4";"14";"12";"13";"7";"9";"12";"13";"12";"12"
"Syb van Ottele";"6929";"7";"5";"17";"16";"13";"3";"9";"12";"11";"10";"16"
"Tomás Lecanda";"6930";"14";"9";"14";"11";"10";"3";"12";"11";"10";"10";"20"
"Lautaro Ovando";"6931";"10";"8";"10";"18";"11";"1";"10";"14";"9";"7";"17"
"Bénie Traoré";"6932";"10";"12";"11";"13";"13";"8";"8";"12";"12";"10";"12"
"Youri Regeer";"6933";"13";"7";"17";"7";"13";"3";"11";"9";"13";"10";"17"
"Marko Lazetić";"6934";"9";"9";"8";"11";"12";"11";"12";"19";"10";"11";"10"
"Check Oumar Diakité";"6935";"16";"6";"11";"14";"10";"10";"12";"11";"12";"14";"17"
"Luis Sequeira";"6936";"3";"8";"16";"18";"12";"4";"9";"9";"12";"10";"10"
"Juan Berrocal";"6937";"12";"10";"9";"8";"11";"7";"12";"8";"14";"11";"13"
"Frederik Alves Ibsen";"6938";"11";"5";"10";"15";"10";"8";"11";"10";"8";"13";"13"
"Niall Ennis";"6939";"13";"11";"11";"8";"13";"1";"13";"12";"9";"10";"12"
"Tom Bayliss";"6940";"10";"7";"11";"19";"15";"2";"11";"12";"15";"16";"14"
"Alessandro Plizzari";"6941";"10";"10";"1";"11";"14";"2";"13";"9";"14";"17";"12"
"Víctor Olmo";"6942";"13";"11";"17";"11";"10";"7";"12";"9";"13";"12";"13"
"Mohamed Taabouni";"6943";"13";"4";"11";"13";"11";"5";"10";"10";"11";"11";"10"
"Wu Xi";"6944";"12";"5";"16";"7";"17";"9";"12";"14";"13";"8";"15"
"Jorge Rodríguez";"6945";"11";"12";"12";"11";"10";"6";"9";"10";"12";"10";"10"
"Landing Badji";"6946";"8";"12";"14";"8";"11";"1";"11";"11";"12";"10";"18"
"Andri Fannar Baldursson";"6947";"12";"5";"13";"12";"15";"4";"14";"17";"17";"15";"15"
"Zico Buurmeester";"6948";"9";"6";"11";"8";"11";"6";"9";"10";"11";"9";"20"
"Diego Rosa";"6949";"12";"13";"13";"12";"13";"4";"13";"12";"13";"10";"12"
"Noah Atubolu";"6950";"12";"4";"13";"11";"14";"9";"11";"14";"14";"10";"17"
"András Németh";"6951";"11";"11";"10";"13";"12";"8";"10";"11";"11";"8";"13"
"Lovro Zvonarek";"6952";"12";"6";"15";"12";"16";"4";"12";"15";"16";"13";"12"
"Imanol Segovia";"6953";"14";"3";"8";"11";"11";"3";"12";"12";"9";"13";"19"
"Jonas Urbig";"6954";"17";"11";"15";"7";"13";"7";"13";"13";"13";"13";"13"
"Toni Fuidias";"6955";"4";"14";"12";"18";"10";"6";"12";"12";"12";"9";"15"
"Hugo Larsson";"6956";"14";"6";"12";"11";"13";"2";"14";"14";"13";"15";"15"
"Lucas Ramos";"6957";"16";"8";"17";"18";"12";"1";"11";"13";"14";"10";"12"
"Aitor Gelardo";"6958";"11";"12";"14";"20";"12";"7";"11";"10";"13";"13";"13"
"Anton Kade";"6959";"6";"12";"17";"9";"10";"2";"11";"13";"12";"10";"12"
"Joseda";"6960";"13";"12";"17";"20";"13";"2";"10";"11";"12";"11";"14"
"Marco Moreno";"6961";"11";"5";"14";"18";"10";"6";"13";"9";"11";"12";"11"
"Franco Frías";"6962";"12";"9";"12";"9";"8";"2";"14";"11";"12";"11";"10"
"Lucas Cañizares";"6963";"12";"13";"13";"17";"13";"8";"9";"11";"12";"14";"17"
"Ed Carlos";"6964";"5";"13";"17";"7";"11";"7";"10";"13";"13";"13";"4"
"Kristoffer Klaesson";"6965";"10";"5";"7";"6";"14";"2";"16";"12";"12";"12";"15"
"Peter Gwargis";"6966";"10";"11";"11";"10";"12";"6";"10";"10";"10";"9";"9"
"Shiloh 't Zand";"6967";"14";"13";"14";"10";"10";"4";"10";"11";"10";"13";"20"
"Liam Kitching";"6968";"10";"8";"11";"14";"12";"10";"10";"10";"9";"7";"6"
"Tashreeq Matthews";"6969";"13";"8";"13";"13";"12";"10";"8";"12";"12";"12";"12"
"Finnur Tómas Pálmason";"6970";"3";"8";"11";"12";"11";"3";"10";"12";"12";"15";"15"
"Jaden Slory";"6971";"12";"12";"13";"7";"13";"8";"11";"9";"8";"9";"11"
"Mohamad Rihanieh";"6972";"10";"5";"11";"12";"20";"10";"11";"12";"15";"10";"9"
"Breno";"6973";"13";"7";"13";"19";"10";"3";"9";"12";"9";"10";"12"
"Junior Kadile";"6974";"5";"15";"12";"10";"13";"6";"12";"13";"10";"11";"11"
"Matías Lugo";"6975";"9";"14";"18";"7";"10";"4";"9";"10";"13";"12";"11"
"Melayro Bogarde";"6976";"14";"4";"16";"14";"12";"2";"10";"14";"14";"9";"17"
"Nikolas Sattlberger";"6977";"6";"13";"12";"16";"14";"8";"12";"12";"11";"9";"16"
"Tein Troost";"6978";"16";"9";"15";"10";"10";"4";"12";"13";"11";"10";"17"
"Prince Aning";"6979";"8";"7";"11";"18";"12";"6";"10";"9";"9";"9";"9"
"Danila Khotulev";"6980";"12";"11";"10";"13";"12";"6";"10";"12";"10";"12";"20"
"Sergey Pinyaev";"6981";"15";"7";"11";"16";"9";"8";"10";"10";"12";"10";"16"
"Efraín Álvarez";"6982";"10";"8";"10";"14";"14";"5";"8";"9";"12";"12";"12"
"Tonislav Yordanov";"6983";"14";"7";"14";"15";"12";"7";"12";"12";"12";"10";"10"
"Emmanuel Matuta";"6984";"10";"5";"14";"9";"12";"2";"11";"9";"11";"11";"18"
"Cenk Özkacar";"6985";"10";"7";"15";"8";"11";"6";"11";"12";"10";"11";"19"
"Gökdeniz Bayrakdar";"6986";"12";"10";"14";"18";"15";"5";"10";"8";"14";"13";"14"
"Jeyson Rojas";"6987";"13";"7";"13";"18";"13";"6";"8";"10";"12";"10";"12"
"Aitor Paredes";"6988";"12";"11";"12";"15";"11";"1";"11";"10";"12";"9";"18"
"Eyüp Aydin";"6989";"12";"8";"10";"12";"14";"8";"14";"14";"12";"14";"12"
"Laurin Ulrich";"6990";"12";"6";"13";"7";"17";"6";"14";"12";"16";"12";"16"
"Andy Diouf";"6991";"9";"5";"10";"11";"14";"8";"11";"8";"13";"12";"14"
"Modou Tambedou";"6992";"17";"5";"15";"11";"11";"5";"9";"12";"11";"13";"14"
"Kostas Koulierakis";"6993";"12";"4";"6";"14";"10";"2";"11";"16";"12";"11";"13"
"Antoni Milambo";"6994";"16";"6";"11";"15";"11";"4";"9";"12";"11";"11";"14"
"Brayan Moreno";"6995";"17";"6";"10";"19";"10";"7";"11";"9";"10";"11";"10"
"Adam Wharton";"6996";"7";"2";"11";"15";"12";"3";"17";"14";"12";"13";"12"
"Nikola Ivezić";"6997";"7";"7";"11";"17";"12";"2";"9";"10";"10";"9";"19"
"Lesley Ugochukwu";"6998";"8";"8";"12";"14";"11";"1";"12";"9";"12";"11";"13"
"Patryck Lanza";"6999";"18";"11";"10";"15";"13";"5";"11";"11";"13";"12";"11"
"Alexís Manyoma";"7000";"17";"5";"15";"11";"10";"8";"13";"11";"9";"11";"19"
"Rodrigo Gomes";"7001";"19";"5";"12";"9";"14";"9";"14";"12";"12";"8";"12"
"Adrian Bajrami";"7002";"12";"6";"10";"12";"13";"8";"10";"12";"14";"14";"14"
"Valentín Barco";"7003";"13";"11";"11";"17";"10";"6";"10";"9";"12";"10";"18"
"Beñat Prados";"7004";"6";"5";"15";"8";"10";"5";"11";"12";"10";"13";"16"
"Abdulsamed Damlu";"7005";"13";"5";"11";"19";"10";"1";"9";"16";"13";"12";"19"
"Gonçalo Esteves";"7006";"10";"5";"13";"13";"15";"14";"5";"15";"10";"8";"7"
"Sergey Volkov";"7007";"4";"10";"11";"20";"12";"5";"10";"13";"18";"12";"16"
"Ravil Tagir";"7008";"11";"5";"5";"20";"9";"2";"12";"13";"11";"12";"17"
"Alessandro Circati";"7009";"11";"4";"9";"14";"11";"10";"11";"11";"12";"12";"10"
"Javi Llabrés";"7010";"16";"6";"15";"11";"11";"5";"12";"12";"11";"13";"11"
"Jay Stansfield";"7011";"14";"9";"10";"8";"11";"1";"10";"9";"9";"11";"16"
"Doğan Alemdar";"7012";"12";"5";"1";"13";"10";"4";"11";"13";"11";"11";"11"
"Martin Graiciar";"7013";"6";"12";"7";"4";"15";"8";"8";"11";"12";"11";"9"
"Ignacio Miramón";"7014";"19";"13";"10";"10";"11";"6";"9";"11";"11";"9";"12"
"Oscar Vilhelmsson";"7015";"12";"7";"6";"11";"12";"2";"12";"12";"16";"14";"14"
"Vasilis Zagaritis";"7016";"12";"7";"14";"9";"16";"6";"9";"11";"15";"14";"15"
"Jorge Ruvalcaba";"7017";"6";"6";"15";"16";"12";"3";"13";"11";"10";"13";"10"
"Goduine Koyalipou";"7018";"9";"12";"7";"17";"15";"8";"10";"9";"8";"9";"13"
"Álex Robles";"7019";"13";"7";"13";"13";"13";"4";"20";"12";"17";"16";"16"
"Leandro Morgalla";"7020";"8";"6";"10";"8";"13";"5";"17";"15";"16";"15";"16"
"Di'Shon Bernard";"7021";"10";"3";"14";"15";"12";"5";"11";"9";"14";"15";"13"
"Michał Rakoczy";"7022";"12";"11";"9";"13";"14";"12";"10";"9";"8";"8";"8"
"Rauf Salifu";"7023";"13";"5";"11";"8";"9";"7";"12";"10";"11";"11";"13"
"Oscar Bobb";"7024";"16";"6";"10";"15";"9";"7";"12";"9";"9";"12";"17"
"Jonathan Amon";"7025";"8";"17";"12";"11";"15";"5";"12";"8";"13";"12";"11"
"Johan Bångsbo";"7026";"14";"6";"6";"16";"12";"5";"10";"12";"12";"12";"12"
"Emre Bilgin";"7027";"12";"5";"11";"7";"13";"1";"11";"12";"14";"11";"12"
"Gabriele Corbo";"7028";"13";"5";"10";"12";"16";"7";"12";"12";"12";"12";"14"
"Alex Luna";"7029";"9";"5";"13";"12";"9";"13";"12";"12";"11";"9";"12"
"Franco Alfonso";"7030";"9";"11";"17";"12";"13";"1";"10";"13";"10";"12";"13"
"Gonzalo Tapia";"7031";"11";"13";"5";"16";"9";"4";"10";"12";"12";"11";"16"
"Eduard Kozik";"7032";"10";"9";"9";"10";"7";"2";"15";"13";"13";"10";"19"
"Andrew Moran";"7033";"16";"12";"13";"17";"13";"4";"9";"12";"12";"12";"17"
"Youssouph Badji";"7034";"3";"7";"12";"17";"12";"6";"10";"11";"14";"11";"11"
"Adrian Kapralik";"7035";"19";"12";"12";"9";"11";"1";"10";"10";"11";"10";"12"
"Jordan Carrillo";"7036";"10";"10";"11";"12";"12";"8";"11";"11";"10";"12";"9"
"Jacopo Da Riva";"7037";"11";"4";"13";"13";"12";"6";"10";"11";"13";"11";"11"
"Issahaku Abdul Fatawu";"7038";"5";"6";"17";"13";"12";"3";"10";"12";"9";"10";"20"
"Javi Serrano";"7039";"19";"5";"10";"7";"10";"2";"12";"9";"9";"11";"20"
"Estanis Pedrola";"7040";"12";"5";"15";"11";"12";"5";"12";"14";"13";"12";"15"
"Nicolás Meriano";"7041";"9";"5";"16";"15";"10";"4";"11";"12";"11";"11";"15"
"Mitja Ilenič";"7042";"11";"9";"7";"11";"12";"4";"12";"11";"12";"11";"12"
"Mélèye Diagne";"7043";"7";"13";"12";"10";"10";"1";"12";"11";"10";"10";"14"
"Rekeem Harper";"7044";"6";"5";"12";"9";"17";"12";"11";"11";"14";"6";"12"
"Kevin Castañeda";"7045";"13";"6";"8";"10";"11";"2";"12";"11";"8";"10";"11"
"Arthur Zagré";"7046";"13";"11";"8";"9";"15";"7";"12";"13";"13";"14";"13"
"Pablo Barrios";"7047";"14";"9";"14";"14";"11";"1";"11";"11";"13";"12";"16"
"Emanuele Zuelli";"7048";"11";"5";"12";"11";"14";"4";"10";"15";"13";"11";"10"
"Logan Delaurier-Chaubet";"7049";"13";"6";"12";"15";"12";"3";"13";"10";"12";"10";"16"
"Lennard Hartjes";"7050";"4";"7";"12";"17";"13";"5";"11";"12";"10";"11";"14"
"Renzo Malanca";"7051";"1";"6";"4";"13";"16";"6";"7";"12";"15";"14";"16"
"Nathan Ngoy";"7052";"11";"5";"16";"13";"9";"1";"12";"12";"12";"11";"16"
"Stanislav Agkatsev";"7053";"17";"10";"14";"13";"11";"3";"12";"11";"10";"11";"13"
"Takuhiro Nakai";"7054";"12";"13";"19";"15";"12";"8";"9";"15";"9";"8";"19"
"Stanislav Shopov";"7055";"13";"11";"11";"5";"14";"8";"16";"11";"13";"14";"14"
"Ivo Mammini";"7056";"5";"14";"8";"10";"12";"2";"10";"12";"14";"10";"20"
"Álvaro Carrillo";"7057";"5";"15";"7";"17";"13";"4";"11";"11";"11";"12";"10"
"Alan Minda";"7058";"18";"7";"12";"18";"13";"7";"9";"10";"7";"11";"15"
"Darly N'landu";"7059";"3";"13";"8";"9";"10";"2";"11";"12";"12";"11";"11"
"Victor Melekhin";"7060";"8";"13";"16";"19";"12";"3";"12";"13";"10";"11";"16"
"Dani Villahermosa";"7061";"3";"11";"19";"13";"10";"1";"11";"11";"8";"8";"18"
"Vitaly Botnar'";"7062";"11";"6";"12";"7";"11";"4";"10";"8";"13";"13";"14"
"Abdullah Al-Hamdan";"7063";"13";"14";"5";"12";"13";"12";"8";"8";"9";"9";"7"
"Esteban Obregón";"7064";"5";"12";"14";"11";"11";"6";"13";"11";"12";"10";"15"
"Patati";"7065";"16";"7";"14";"7";"11";"5";"14";"11";"8";"13";"14"
"Giovani";"7066";"10";"10";"12";"19";"9";"1";"12";"9";"14";"10";"18"
"Maghnes Akliouche";"7067";"9";"5";"17";"8";"13";"2";"10";"11";"12";"12";"20"
"Mateo Pellegrino";"7068";"6";"6";"8";"14";"11";"3";"11";"9";"12";"9";"18"
"George Johnston";"7069";"12";"7";"10";"12";"14";"6";"14";"14";"14";"12";"14"
"James Scott";"7070";"10";"14";"11";"13";"12";"7";"15";"9";"13";"10";"12"
"Ayoub Assal";"7071";"13";"7";"13";"9";"16";"5";"12";"12";"14";"7";"8"
"David Ochoa";"7072";"14";"13";"12";"8";"14";"15";"5";"8";"5";"3";"10"
"Álvaro Martín";"7073";"9";"8";"17";"15";"10";"1";"9";"11";"13";"10";"12"
"Michele Cerofolini";"7074";"2";"10";"12";"14";"11";"2";"12";"12";"11";"7";"13"
"Jahkeele Marshall-Rutty";"7075";"9";"9";"12";"12";"14";"6";"11";"9";"9";"9";"13"
"Or Blorian";"7076";"11";"5";"7";"10";"10";"6";"12";"12";"13";"12";"11"
"Lewis Gibson";"7077";"9";"12";"10";"13";"12";"5";"12";"10";"14";"12";"10"
"Brandon Cooper";"7078";"14";"14";"6";"9";"15";"4";"14";"10";"18";"9";"12"
"Dennis Borkowski";"7079";"13";"6";"13";"7";"14";"7";"12";"13";"14";"13";"13"
"Theo";"7080";"16";"8";"14";"7";"11";"7";"11";"11";"11";"10";"9"
"Callum Doyle";"7081";"16";"7";"11";"10";"11";"4";"12";"11";"8";"9";"16"
"Álex Forés";"7082";"2";"9";"12";"12";"11";"2";"12";"11";"11";"11";"14"
"Josh Coburn";"7083";"11";"11";"10";"11";"13";"5";"12";"12";"12";"10";"13"
"Douglas Mendes";"7084";"8";"9";"13";"15";"9";"7";"12";"11";"12";"11";"11"
"Randy Schneider";"7085";"10";"7";"9";"17";"15";"5";"10";"12";"11";"9";"14"
"Mathias Fjørtoft Løvik";"7086";"11";"10";"13";"12";"16";"6";"14";"15";"17";"14";"11"
"Agustín Hausch";"7087";"8";"5";"13";"14";"12";"1";"12";"11";"11";"11";"19"
"Jamie Roche";"7088";"12";"5";"10";"14";"12";"5";"13";"13";"13";"14";"14"
"Tony Springett";"7089";"9";"4";"12";"12";"13";"4";"10";"8";"14";"10";"12"
"Zhang Yuning";"7090";"13";"12";"6";"8";"17";"5";"13";"10";"16";"12";"14"
"Li Lei";"7091";"14";"12";"12";"16";"19";"4";"11";"12";"19";"16";"15"
"Nathan";"7092";"11";"7";"11";"8";"11";"1";"12";"10";"12";"12";"12"
"Pedrinho";"7093";"9";"10";"18";"13";"11";"3";"11";"12";"12";"9";"20"
"Lewis Hall";"7094";"12";"11";"13";"19";"12";"4";"10";"9";"11";"12";"20"
"Guilherme Bala";"7095";"17";"10";"14";"13";"14";"5";"12";"9";"15";"7";"7"
"Lautaro De León";"7096";"17";"5";"11";"12";"11";"5";"8";"12";"13";"12";"16"
"Marin Petkov";"7097";"13";"9";"14";"13";"13";"2";"13";"13";"14";"12";"14"
"Giacomo Faticanti";"7098";"12";"6";"11";"11";"18";"12";"13";"12";"14";"8";"8"
"Joaquín Gho";"7099";"20";"10";"13";"13";"11";"2";"11";"14";"10";"12";"13"
"Ramiro Lobo";"7100";"3";"5";"14";"11";"11";"1";"11";"10";"11";"10";"15"
"Veldin Hodža";"7101";"16";"6";"15";"15";"12";"6";"12";"10";"12";"9";"11"
"Paolo Gozzi";"7102";"13";"6";"8";"14";"13";"8";"12";"12";"16";"14";"10"
"Victor Lind";"7103";"8";"2";"15";"8";"7";"8";"12";"11";"7";"7";"8"
"Famana Quizera";"7104";"12";"8";"17";"14";"11";"4";"8";"11";"12";"11";"11"
"Tashan Oakley-Boothe";"7105";"10";"7";"11";"15";"10";"3";"12";"10";"10";"10";"16"
"Luca Belardinelli";"7106";"13";"12";"8";"11";"13";"8";"14";"12";"13";"13";"12"
"Oscar Fraulo";"7107";"13";"4";"12";"9";"12";"3";"10";"10";"12";"9";"8"
"Alessandro Russo";"7108";"8";"7";"8";"11";"15";"9";"13";"12";"14";"12";"11"
"Finley Burns";"7109";"12";"9";"13";"16";"12";"8";"10";"10";"12";"9";"11"
"Bojan Kovačević";"7110";"12";"6";"11";"11";"11";"8";"12";"13";"12";"11";"12"
"Amadou N'Diaye";"7111";"16";"16";"12";"10";"8";"6";"14";"13";"16";"14";"12"
"Yvandro Borges Sanches";"7112";"12";"3";"12";"16";"15";"6";"12";"13";"14";"16";"17"
"Elias Hoff Melkersen";"7113";"12";"6";"11";"10";"15";"10";"8";"12";"14";"11";"8"
"Luca Plogmann";"7114";"15";"6";"10";"7";"15";"10";"13";"14";"13";"8";"10"
"Ale García";"7115";"7";"14";"12";"7";"13";"4";"9";"12";"10";"13";"13"
"Nnamdi Collins";"7116";"20";"10";"17";"19";"17";"7";"8";"11";"11";"14";"12"
"Clemens Riedel";"7117";"12";"5";"6";"7";"14";"4";"12";"16";"15";"12";"12"
"Ilay Elmkies";"7118";"8";"11";"6";"15";"15";"4";"13";"13";"14";"12";"20"
"Josh Griffiths";"7119";"11";"4";"12";"14";"12";"7";"10";"11";"12";"11";"18"
"Jensen Weir";"7120";"12";"11";"8";"12";"13";"5";"12";"8";"14";"10";"8"
"Sergio Kalaj";"7121";"12";"5";"10";"8";"11";"5";"10";"10";"10";"10";"8"
"Lewis Brunt";"7122";"7";"7";"10";"8";"12";"5";"13";"14";"13";"11";"12"
"Agustín Rodríguez";"7123";"2";"15";"11";"20";"12";"3";"12";"10";"12";"11";"20"
"Ivan Šaranić";"7124";"12";"8";"11";"11";"12";"8";"11";"8";"9";"7";"8"
"Juan Pacchini";"7125";"13";"6";"16";"12";"10";"1";"12";"10";"10";"12";"18"
"Ellery Balcombe";"7126";"11";"3";"1";"12";"14";"3";"12";"9";"14";"12";"15"
"Sibusiso Mabiliso";"7127";"12";"9";"12";"20";"13";"3";"10";"10";"13";"10";"14"
"Nahuel Noll";"7128";"15";"7";"11";"9";"12";"1";"15";"10";"12";"12";"10"
"Ozziel Herrera";"7129";"15";"9";"11";"17";"12";"4";"13";"11";"8";"14";"13"
"Yusuf Barasi";"7130";"12";"2";"5";"18";"12";"5";"11";"11";"9";"11";"17"
"Kofi Balmer";"7131";"13";"7";"8";"13";"15";"5";"13";"12";"15";"13";"13"
"Nicolás Vallejo";"7132";"16";"8";"10";"12";"14";"6";"11";"8";"11";"12";"20"
"Peke";"7133";"1";"13";"15";"12";"11";"1";"11";"10";"10";"12";"20"
"Tayo Adaramola";"7134";"10";"5";"10";"8";"11";"4";"10";"10";"12";"11";"13"
"Lenny Lacroix";"7135";"17";"13";"8";"10";"11";"2";"14";"12";"12";"12";"16"
"Cauê";"7136";"9";"11";"13";"15";"12";"1";"10";"11";"11";"11";"10"
"Nicolás Palavecino";"7137";"10";"13";"11";"12";"9";"1";"13";"11";"11";"6";"18"
"Sammy Braybrooke";"7138";"16";"11";"15";"13";"14";"5";"11";"12";"12";"10";"13"
"Aliou Baldé";"7139";"11";"11";"11";"17";"15";"7";"9";"14";"10";"6";"11"
"Santiago Hidalgo";"7140";"6";"5";"13";"13";"8";"3";"10";"11";"12";"14";"16"
"Chi Zhongguo";"7141";"12";"7";"6";"11";"13";"5";"14";"11";"16";"13";"13"
"Guilherme Biro";"7142";"9";"7";"12";"13";"12";"1";"13";"14";"12";"12";"13"
"Henry Lawrence";"7143";"13";"5";"16";"17";"18";"4";"17";"12";"17";"13";"18"
"Noah Diliberto";"7144";"12";"9";"14";"8";"10";"5";"11";"10";"9";"13";"20"
"Uroš Kabić";"7145";"13";"11";"10";"10";"12";"10";"10";"10";"10";"10";"9"
"Sonny Laiton";"7146";"10";"5";"14";"7";"11";"7";"10";"12";"13";"10";"13"
"Daniel Karlsbakk";"7147";"16";"7";"11";"11";"15";"9";"13";"13";"15";"12";"12"
"Ar'jany Martha";"7148";"7";"13";"13";"18";"8";"4";"11";"9";"13";"11";"18"
"Ismaël Doukouré";"7149";"16";"9";"7";"10";"12";"7";"10";"12";"13";"9";"13"
"Joao Grimaldo";"7150";"9";"5";"9";"12";"12";"7";"8";"8";"12";"9";"8"
"Daan Huisman";"7151";"11";"5";"14";"18";"11";"8";"9";"12";"12";"10";"20"
"Jaimy Kroesen";"7152";"12";"7";"10";"9";"10";"7";"11";"12";"9";"12";"19"
"Ignacio Tapia";"7153";"13";"14";"15";"19";"10";"2";"10";"13";"10";"11";"17"
"Bartol Barišić";"7154";"20";"8";"9";"13";"15";"5";"14";"12";"12";"12";"14"
"Matthis Abline";"7155";"10";"5";"8";"20";"14";"2";"12";"12";"13";"12";"11"
"Alex Juárez";"7156";"13";"15";"13";"8";"10";"6";"11";"12";"13";"12";"16"
"Julian Rijkhoff";"7157";"8";"3";"8";"19";"9";"5";"13";"11";"11";"12";"16"
"Lisandru Tramoni";"7158";"12";"7";"12";"8";"12";"8";"12";"12";"12";"6";"14"
"Moustapha Cissé";"7159";"13";"6";"8";"18";"17";"7";"10";"14";"16";"11";"17"
"Wassim Essanoussi";"7160";"15";"11";"12";"16";"14";"6";"10";"11";"13";"5";"20"
"Catalin Cîrjan";"7161";"13";"6";"9";"13";"14";"5";"12";"8";"13";"13";"12"
"Nelson Weiper";"7162";"14";"5";"4";"12";"16";"2";"16";"16";"16";"14";"15"
"Trae Coyle";"7163";"13";"12";"9";"18";"12";"8";"9";"12";"9";"10";"13"
"Noah Naujoks";"7164";"8";"9";"17";"14";"11";"5";"12";"11";"12";"11";"12"
"Giovanni Haag";"7165";"15";"12";"19";"10";"12";"13";"7";"12";"6";"9";"20"
"Stanis Idumbo Muzambo";"7166";"16";"11";"9";"7";"11";"4";"10";"8";"15";"11";"11"
"Caio Rosa";"7167";"9";"10";"10";"12";"16";"5";"7";"10";"12";"14";"15"
"Guilherme Pato";"7168";"13";"5";"12";"16";"13";"7";"9";"12";"13";"10";"12"
"Youssef Amyn";"7169";"15";"12";"16";"17";"11";"1";"11";"10";"11";"14";"12"
"Jaydon Banel";"7170";"11";"7";"10";"17";"12";"2";"11";"9";"10";"10";"17"
"Alexandre Jankewitz";"7171";"9";"6";"14";"8";"12";"7";"8";"9";"11";"8";"10"
"Mohamed El Arouch";"7172";"8";"9";"12";"12";"11";"1";"12";"12";"9";"13";"19"
"Heron";"7173";"9";"8";"8";"11";"8";"5";"10";"13";"10";"10";"9"
"Francisco Meixedo";"7174";"12";"6";"13";"9";"10";"6";"13";"11";"11";"10";"16"
"Patricio Tanda";"7175";"16";"9";"14";"17";"12";"4";"10";"11";"14";"11";"15"
"Sidi Sané";"7176";"14";"11";"18";"7";"11";"6";"14";"9";"11";"15";"17"
"Martin Turk";"7177";"3";"13";"11";"20";"10";"4";"11";"14";"9";"7";"11"
"Tim Oermann";"7178";"12";"6";"9";"9";"13";"4";"17";"14";"15";"13";"14"
"Soumaïla Coulibaly";"7179";"17";"6";"14";"10";"9";"8";"11";"11";"11";"12";"18"
"Lennart Moser";"7180";"9";"10";"14";"12";"7";"8";"11";"12";"13";"11";"20"
"Lukáš Ambros";"7181";"12";"6";"12";"17";"14";"6";"8";"11";"15";"14";"14"
"Dženan Pejčinović";"7182";"12";"5";"10";"12";"16";"8";"10";"12";"14";"16";"18"
"Ro-Zangelo Daal";"7183";"7";"13";"12";"8";"11";"2";"11";"10";"9";"9";"11"
"Pierre Dwomoh";"7184";"17";"7";"16";"15";"14";"12";"6";"15";"5";"9";"5"
"Yarden Shua";"7185";"12";"6";"10";"6";"8";"15";"8";"6";"8";"7";"5"
"Livano Comenencia";"7186";"7";"5";"16";"10";"12";"7";"13";"10";"13";"10";"16"
"Tomás Rambert";"7187";"17";"9";"17";"19";"9";"1";"11";"10";"11";"10";"12"
"Duccio Degli Innocenti";"7188";"4";"6";"11";"8";"11";"2";"11";"9";"12";"12";"11"
"Kwadwo Opoku";"7189";"11";"3";"9";"8";"10";"2";"9";"8";"10";"8";"11"
"Endrick";"7190";"6";"11";"12";"8";"16";"7";"12";"14";"15";"10";"14"
"Jevon Simons";"7191";"19";"5";"8";"15";"13";"2";"10";"11";"10";"13";"17"
"Alessio Riccardi";"7192";"10";"5";"14";"11";"15";"8";"13";"11";"10";"14";"13"
"Mattia Zanotti";"7193";"12";"5";"12";"10";"15";"8";"9";"12";"15";"6";"19"
"Jayden Candelaria";"7194";"13";"13";"16";"8";"10";"1";"9";"13";"13";"9";"19"
"Nathan Young-Coombes";"7195";"10";"8";"10";"14";"15";"4";"8";"12";"14";"10";"12"
"Kamory Doumbia";"7196";"10";"5";"11";"11";"11";"7";"13";"12";"12";"14";"18"
"Wang Dalei";"7197";"16";"7";"12";"16";"15";"18";"11";"17";"14";"10";"11"
"Luciano";"7198";"11";"12";"19";"10";"9";"8";"14";"11";"12";"12";"15"
"Yang Hyeon-Jun";"7199";"10";"7";"10";"20";"10";"3";"13";"12";"8";"11";"13"
"Franz Stolz";"7200";"10";"8";"14";"17";"10";"2";"12";"12";"11";"10";"18"
