"Name(ocultar)";"Futbolista_ID";"Corners";"Pases precisos";"Regate";"Finalizar";"Primer toque";"Lanzamiento de faltas";"Cabezazo";"Disparos a distancia";"Pases largos";"Marcaje";"Pases";"Lanzamiento de penalti";"Choque";"Tecnica";"Agresividad";"Anticipación";"Sacrificio";"Serenidad";"Concentración";"Visión";"Decisión";"Determinación";"Creatividad";"Liderazgo";"Juego sin balón";"Posición secundaria";"Trabajo en equipo";"Intensidad de trabajo";"Aceleración";"Agilidad";"Balance";"Salto vertical";"Estado físico";"Velocidad maxima en carrera";"Cardio";"Fuerza";"Estabilidad";"Faltas"
"Bruno Fuchs";"6198";"3";"8";"11";"7";"12";"6";"13";"5";"10";"12";"12";"7";"13";"14";"12";"13";"13";"12";"12";"10";"12";"8";"11";"11";"8";"13";"13";"13";"11";"10";"12";"15";"12";"13";"13";"12";"14";"15"
"Felippe Cardoso";"6199";"7";"11";"11";"14";"10";"10";"14";"11";"7";"7";"11";"13";"7";"12";"8";"12";"10";"12";"11";"10";"11";"3";"11";"12";"13";"6";"13";"13";"13";"13";"10";"14";"7";"13";"11";"11";"10";"8"
"Nicolás Díaz";"6200";"6";"12";"10";"5";"13";"6";"13";"6";"9";"14";"12";"5";"14";"12";"13";"13";"14";"11";"13";"6";"9";"14";"7";"11";"12";"14";"14";"15";"13";"10";"12";"12";"10";"13";"12";"11";"11";"13"
"Matheus Mendes";"6201";"2";"3";"2";"1";"9";"5";"3";"1";"1";"1";"10";"1";"2";"9";"9";"12";"14";"10";"12";"11";"12";"12";"3";"3";"2";"12";"13";"11";"10";"12";"12";"16";"16";"11";"9";"12";"13";"6"
"Manuel Duarte";"6202";"11";"13";"12";"12";"12";"11";"11";"13";"10";"11";"12";"9";"7";"13";"10";"11";"7";"12";"10";"12";"14";"4";"12";"12";"12";"12";"12";"13";"12";"13";"12";"6";"11";"12";"9";"9";"12";"11"
"Leo Román";"6203";"5";"2";"3";"3";"9";"6";"1";"2";"1";"2";"9";"4";"3";"7";"5";"13";"12";"10";"10";"9";"11";"11";"1";"13";"1";"12";"10";"9";"11";"14";"4";"8";"13";"10";"7";"7";"20";"9"
"Kik Pierie";"6204";"7";"11";"9";"6";"12";"11";"13";"8";"8";"11";"12";"8";"12";"11";"13";"10";"12";"12";"11";"12";"11";"14";"11";"9";"12";"11";"12";"13";"13";"11";"12";"13";"11";"12";"13";"11";"10";"9"
"Anouar Ait El Hadj";"6205";"11";"12";"13";"9";"15";"9";"9";"12";"5";"9";"14";"5";"5";"14";"8";"13";"14";"14";"11";"13";"10";"10";"15";"5";"12";"10";"12";"11";"12";"12";"11";"5";"9";"14";"15";"10";"8";"8"
"Morgan Rogers";"6206";"9";"12";"14";"11";"12";"7";"8";"9";"4";"9";"11";"5";"9";"13";"9";"10";"9";"12";"9";"11";"9";"14";"15";"6";"11";"7";"10";"12";"14";"11";"13";"11";"13";"13";"11";"13";"9";"4"
"Mounir Chouiar";"6207";"14";"13";"15";"12";"13";"16";"6";"11";"5";"4";"12";"9";"5";"14";"6";"12";"8";"13";"12";"14";"9";"10";"15";"8";"14";"6";"9";"9";"14";"14";"12";"8";"12";"13";"12";"8";"12";"5"
"Diego Pampín";"6208";"7";"12";"12";"6";"13";"4";"12";"11";"7";"8";"11";"11";"12";"13";"12";"13";"12";"12";"10";"12";"16";"13";"12";"12";"13";"13";"15";"15";"9";"9";"12";"9";"12";"10";"16";"7";"20";"5"
"Daniel González";"6209";"4";"7";"8";"4";"12";"5";"14";"6";"6";"13";"11";"5";"14";"12";"13";"12";"13";"13";"13";"8";"12";"13";"7";"12";"5";"12";"15";"14";"12";"11";"13";"13";"11";"11";"13";"13";"12";"11"
"Harry Darling";"6210";"6";"6";"10";"9";"11";"7";"14";"9";"5";"13";"14";"6";"13";"12";"9";"13";"11";"13";"11";"11";"13";"10";"10";"10";"8";"13";"14";"10";"11";"10";"11";"12";"15";"12";"13";"13";"11";"8"
"Billy Mitchell";"6211";"7";"11";"9";"9";"12";"11";"8";"12";"14";"10";"14";"10";"12";"12";"13";"10";"13";"13";"11";"11";"13";"13";"8";"11";"14";"13";"14";"16";"11";"10";"10";"9";"15";"11";"15";"11";"12";"12"
"Koba Lein";"6212";"8";"10";"12";"10";"12";"10";"11";"10";"6";"12";"13";"11";"11";"12";"12";"12";"11";"9";"9";"13";"12";"6";"12";"8";"12";"13";"12";"11";"15";"12";"15";"12";"13";"15";"15";"8";"20";"8"
"Naouirou Ahamada";"6213";"5";"8";"13";"8";"13";"6";"8";"10";"5";"12";"14";"6";"11";"15";"14";"11";"13";"12";"12";"12";"12";"15";"14";"7";"1";"12";"12";"15";"13";"13";"12";"11";"12";"13";"13";"13";"11";"8"
"Isaac Atanga";"6214";"11";"11";"14";"11";"12";"9";"7";"8";"6";"6";"11";"12";"6";"13";"11";"14";"10";"12";"11";"12";"8";"8";"15";"13";"13";"4";"11";"11";"16";"16";"8";"6";"13";"16";"12";"4";"8";"10"
"Emanuel Emegha";"6215";"9";"7";"13";"11";"12";"8";"13";"12";"11";"5";"12";"6";"5";"11";"9";"10";"12";"9";"10";"7";"9";"14";"12";"6";"14";"5";"8";"10";"15";"12";"11";"17";"14";"14";"10";"12";"9";"6"
"Stelios Andreou";"6216";"4";"7";"8";"4";"11";"8";"11";"8";"6";"14";"10";"8";"11";"9";"12";"12";"13";"11";"11";"8";"13";"14";"8";"11";"10";"12";"13";"12";"12";"13";"12";"13";"15";"13";"14";"13";"15";"8"
"Eliot Matazo";"6217";"8";"9";"13";"10";"13";"9";"9";"10";"2";"12";"13";"8";"12";"13";"14";"12";"13";"10";"12";"12";"12";"14";"12";"12";"9";"11";"14";"14";"13";"14";"13";"9";"14";"13";"13";"13";"11";"11"
"Ernest Nuamah";"6218";"7";"9";"14";"11";"14";"7";"9";"8";"4";"4";"12";"9";"3";"14";"10";"13";"10";"10";"9";"10";"5";"14";"15";"10";"13";"5";"12";"12";"17";"16";"8";"10";"14";"17";"8";"9";"11";"7"
"Sebastian Hausner";"6219";"7";"5";"7";"9";"9";"10";"9";"9";"10";"13";"11";"9";"14";"10";"15";"12";"15";"12";"6";"8";"11";"13";"5";"15";"6";"12";"14";"12";"13";"10";"8";"14";"11";"14";"11";"12";"8";"10"
"Bart Verbruggen";"6220";"5";"3";"2";"3";"14";"9";"4";"2";"1";"1";"15";"6";"2";"11";"5";"12";"13";"15";"13";"13";"13";"13";"12";"8";"2";"11";"12";"12";"11";"12";"13";"15";"15";"12";"12";"8";"14";"9"
"Marko Bulat";"6221";"13";"12";"11";"10";"13";"13";"11";"15";"6";"9";"14";"11";"10";"14";"14";"12";"13";"11";"11";"12";"12";"13";"8";"12";"13";"11";"13";"15";"11";"13";"10";"12";"13";"11";"13";"9";"12";"13"
"Dominik Kotarski";"6222";"5";"2";"3";"2";"8";"8";"1";"1";"2";"3";"10";"3";"2";"9";"15";"12";"13";"12";"9";"11";"10";"12";"3";"6";"2";"13";"12";"11";"10";"12";"13";"14";"12";"9";"11";"13";"11";"10"
"Iliyan Stefanov";"6223";"11";"10";"13";"13";"11";"11";"13";"13";"7";"5";"12";"12";"8";"13";"13";"12";"12";"11";"7";"12";"9";"15";"14";"9";"13";"8";"11";"13";"13";"12";"12";"13";"12";"12";"10";"11";"9";"8"
"Bali Mumba";"6224";"5";"9";"13";"8";"12";"7";"8";"8";"5";"8";"12";"10";"9";"12";"9";"11";"12";"13";"10";"11";"9";"14";"13";"8";"11";"8";"14";"14";"15";"15";"13";"7";"13";"14";"15";"6";"10";"5"
"Mikael Egill Ellertsson";"6225";"7";"8";"13";"12";"13";"8";"8";"9";"6";"12";"12";"8";"12";"12";"8";"12";"11";"11";"11";"11";"12";"14";"12";"10";"13";"13";"12";"12";"13";"13";"11";"12";"17";"13";"13";"12";"13";"8"
"Aguibou Camara";"6226";"12";"12";"14";"9";"12";"12";"5";"10";"2";"10";"12";"8";"10";"13";"14";"11";"12";"11";"8";"12";"9";"14";"13";"7";"12";"9";"12";"15";"14";"16";"13";"7";"15";"12";"14";"6";"11";"10"
"Yerson Mosquera";"6227";"4";"8";"7";"7";"12";"4";"13";"7";"6";"12";"11";"6";"12";"12";"10";"13";"12";"11";"10";"6";"11";"12";"5";"6";"9";"12";"11";"11";"12";"12";"10";"14";"12";"14";"13";"14";"15";"11"
"Pape Matar Sarr";"6228";"7";"7";"12";"9";"13";"8";"12";"13";"8";"10";"12";"9";"13";"12";"12";"13";"12";"13";"11";"13";"11";"6";"13";"10";"11";"14";"12";"12";"11";"14";"13";"12";"14";"9";"12";"12";"11";"13"
"Tomás Araújo";"6229";"5";"7";"8";"7";"11";"5";"13";"5";"4";"13";"12";"5";"13";"12";"13";"13";"14";"11";"12";"12";"12";"14";"12";"12";"8";"12";"12";"11";"13";"12";"12";"13";"15";"13";"12";"13";"14";"5"
"Daniel Maldini";"6230";"13";"12";"12";"9";"13";"14";"13";"11";"5";"6";"12";"11";"7";"14";"9";"13";"12";"11";"11";"12";"11";"15";"12";"7";"13";"6";"13";"12";"13";"13";"11";"10";"12";"13";"12";"11";"11";"8"
"Luca Moro";"6231";"10";"9";"13";"14";"11";"12";"12";"12";"4";"6";"10";"10";"8";"12";"12";"12";"10";"12";"11";"10";"11";"14";"10";"11";"13";"6";"10";"12";"12";"13";"13";"14";"11";"12";"13";"12";"13";"10"
"Antonio Aranda";"6232";"11";"11";"15";"9";"14";"11";"8";"9";"6";"6";"13";"11";"8";"15";"8";"9";"13";"12";"9";"12";"12";"14";"16";"7";"13";"5";"11";"8";"14";"15";"13";"8";"14";"13";"10";"9";"12";"9"
"Bruno Jordão";"6233";"10";"10";"14";"10";"13";"10";"12";"12";"4";"8";"13";"11";"10";"15";"10";"11";"10";"13";"12";"14";"12";"13";"12";"9";"13";"10";"12";"13";"12";"14";"12";"10";"12";"12";"11";"10";"13";"9"
"Aaron Connolly";"6234";"6";"6";"12";"12";"11";"7";"7";"11";"4";"5";"10";"9";"5";"11";"14";"12";"14";"11";"12";"9";"10";"16";"7";"7";"14";"8";"11";"14";"15";"14";"12";"8";"14";"14";"15";"14";"9";"7"
"Nico Serrano";"6235";"7";"11";"13";"12";"13";"8";"9";"9";"7";"8";"12";"13";"8";"15";"12";"13";"12";"9";"11";"13";"11";"14";"13";"10";"12";"12";"13";"14";"12";"13";"13";"9";"12";"13";"10";"10";"12";"6"
"Jesper Daland";"6236";"6";"9";"10";"7";"11";"4";"13";"5";"5";"12";"12";"6";"10";"11";"8";"14";"11";"13";"11";"12";"11";"14";"7";"12";"11";"13";"12";"11";"13";"11";"13";"13";"15";"12";"14";"12";"14";"8"
"Bartosz Białek";"6237";"5";"7";"11";"14";"11";"6";"13";"10";"6";"4";"10";"13";"6";"11";"11";"13";"14";"13";"12";"10";"12";"13";"12";"6";"14";"6";"12";"12";"12";"11";"14";"14";"12";"12";"11";"14";"12";"7"
"Frederik Jäkel";"6238";"8";"6";"8";"8";"10";"8";"14";"9";"10";"13";"7";"8";"11";"8";"10";"12";"12";"12";"12";"9";"10";"5";"5";"12";"11";"12";"11";"13";"10";"9";"14";"16";"12";"10";"14";"15";"14";"12"
"Odin Thiago Holm";"6239";"9";"7";"14";"8";"13";"12";"9";"8";"4";"7";"13";"9";"7";"14";"9";"10";"9";"12";"10";"13";"12";"18";"16";"9";"11";"7";"11";"11";"14";"16";"14";"13";"12";"12";"12";"9";"13";"5"
"Franco Díaz";"6240";"10";"9";"13";"10";"12";"11";"8";"11";"7";"12";"13";"14";"12";"13";"13";"12";"13";"12";"11";"13";"11";"13";"13";"9";"13";"9";"12";"11";"14";"12";"13";"10";"12";"12";"13";"12";"14";"12"
"Abakar Sylla";"6241";"8";"8";"9";"8";"11";"8";"15";"9";"9";"14";"11";"8";"13";"10";"18";"10";"16";"10";"11";"8";"10";"12";"11";"8";"9";"9";"8";"12";"14";"14";"15";"14";"15";"15";"12";"14";"11";"14"
"Doron Leidner";"6242";"9";"13";"13";"8";"12";"8";"9";"10";"13";"11";"12";"9";"9";"13";"12";"11";"11";"12";"10";"13";"11";"11";"12";"8";"12";"8";"12";"13";"13";"13";"12";"10";"12";"13";"14";"10";"14";"9"
"Tommaso Milanese";"6243";"11";"10";"12";"10";"14";"9";"10";"12";"7";"10";"13";"9";"10";"13";"14";"13";"13";"11";"12";"12";"11";"15";"11";"9";"13";"10";"13";"15";"13";"14";"11";"8";"14";"13";"12";"8";"14";"10"
"Mateusz Bogusz";"6244";"10";"11";"12";"11";"12";"10";"7";"12";"6";"8";"13";"10";"10";"13";"13";"12";"14";"13";"11";"13";"12";"13";"14";"7";"13";"8";"13";"13";"12";"11";"13";"8";"15";"12";"14";"11";"12";"4"
"Nicolas Galazzi";"6245";"10";"12";"12";"10";"11";"10";"8";"10";"11";"9";"12";"9";"10";"10";"12";"13";"12";"13";"13";"10";"12";"13";"11";"8";"12";"10";"12";"14";"13";"13";"10";"9";"10";"13";"14";"10";"12";"13"
"Riquelme";"6246";"12";"12";"14";"11";"14";"10";"10";"11";"8";"9";"12";"10";"8";"15";"10";"13";"9";"12";"12";"13";"12";"14";"15";"10";"12";"8";"11";"11";"16";"15";"9";"8";"13";"14";"13";"8";"12";"7"
"Theo Corbeanu";"6247";"9";"11";"14";"11";"10";"11";"7";"10";"7";"6";"12";"5";"7";"11";"9";"9";"11";"8";"9";"9";"8";"14";"15";"9";"8";"10";"8";"14";"15";"15";"15";"10";"12";"14";"15";"9";"10";"5"
"Julio Enciso";"6248";"9";"12";"16";"11";"12";"9";"7";"13";"10";"6";"12";"12";"6";"12";"7";"6";"9";"11";"9";"9";"8";"11";"14";"6";"11";"7";"6";"13";"16";"15";"10";"7";"12";"13";"11";"9";"8";"8"
"Kevin Zenón";"6249";"13";"12";"14";"11";"13";"12";"7";"12";"7";"7";"11";"4";"6";"13";"6";"9";"8";"10";"11";"12";"10";"9";"13";"11";"13";"7";"11";"10";"13";"14";"8";"9";"14";"15";"14";"7";"8";"7"
"Riccardo Capellini";"6250";"7";"8";"9";"7";"12";"7";"13";"8";"7";"12";"13";"8";"13";"12";"10";"11";"10";"11";"12";"12";"12";"14";"8";"8";"8";"13";"14";"14";"13";"12";"11";"12";"13";"12";"14";"12";"12";"7"
"Carlo Adriano";"6251";"11";"10";"9";"10";"16";"11";"12";"13";"11";"11";"15";"7";"11";"13";"12";"12";"11";"10";"12";"16";"11";"12";"10";"12";"13";"12";"15";"12";"11";"14";"12";"10";"14";"13";"7";"7";"19";"5"
"Cesare Casadei";"6252";"6";"8";"10";"14";"13";"12";"15";"10";"5";"7";"13";"12";"9";"13";"10";"14";"12";"13";"12";"12";"13";"14";"12";"10";"15";"10";"13";"12";"11";"12";"14";"15";"13";"13";"11";"12";"14";"7"
"Mayckel Lahdo";"6253";"8";"9";"13";"10";"12";"8";"6";"8";"5";"7";"10";"9";"6";"11";"13";"12";"12";"8";"9";"9";"7";"13";"15";"7";"13";"8";"11";"11";"16";"14";"13";"9";"12";"15";"12";"13";"9";"11"
"Matisse Samoise";"6254";"11";"10";"11";"10";"12";"8";"9";"11";"11";"10";"12";"10";"11";"12";"12";"12";"14";"14";"14";"14";"12";"16";"12";"10";"12";"9";"16";"14";"12";"12";"9";"8";"15";"11";"14";"9";"12";"15"
"Francisco Ginella";"6255";"11";"13";"13";"6";"15";"12";"7";"6";"5";"12";"13";"5";"10";"14";"14";"12";"8";"10";"10";"13";"13";"8";"12";"2";"11";"10";"13";"9";"12";"12";"11";"11";"13";"11";"11";"10";"7";"6"
"Juan Manuel Sanabria";"6256";"12";"12";"9";"9";"12";"13";"10";"12";"6";"9";"15";"6";"12";"12";"6";"8";"10";"11";"12";"11";"10";"9";"11";"8";"11";"8";"11";"12";"15";"15";"11";"7";"9";"15";"8";"9";"13";"12"
"Parfait Guiagon";"6257";"11";"12";"14";"10";"13";"11";"7";"10";"4";"7";"13";"8";"10";"14";"11";"10";"13";"11";"11";"14";"10";"15";"13";"11";"11";"7";"13";"13";"12";"14";"8";"5";"14";"13";"12";"9";"11";"11"
"Louis Munteanu";"6258";"6";"7";"10";"13";"9";"7";"10";"10";"6";"7";"11";"10";"8";"12";"7";"13";"9";"14";"12";"11";"11";"13";"13";"6";"13";"9";"12";"12";"14";"13";"13";"12";"12";"13";"12";"11";"11";"5"
"Nüraly Älip";"6259";"6";"6";"8";"6";"10";"6";"13";"6";"10";"11";"10";"6";"15";"7";"7";"13";"11";"13";"14";"6";"12";"15";"5";"6";"7";"11";"13";"13";"11";"10";"13";"13";"13";"12";"9";"13";"16";"6"
"Simo";"6260";"10";"13";"14";"10";"12";"8";"7";"8";"7";"5";"12";"8";"9";"12";"12";"11";"13";"11";"12";"11";"12";"15";"14";"12";"13";"7";"12";"15";"14";"13";"12";"8";"14";"13";"12";"8";"14";"12"
"Mohamed Tougai";"6261";"4";"6";"9";"6";"12";"3";"14";"6";"7";"12";"12";"7";"13";"11";"13";"12";"12";"13";"12";"10";"13";"14";"7";"12";"7";"12";"13";"11";"13";"11";"12";"14";"12";"12";"12";"13";"10";"8"
"Roberto Fernández";"6262";"6";"10";"14";"13";"14";"8";"12";"13";"6";"6";"11";"10";"7";"14";"12";"11";"12";"13";"8";"11";"11";"13";"12";"8";"12";"5";"14";"14";"14";"11";"11";"13";"12";"14";"10";"10";"13";"8"
"Víctor Guzmán";"6263";"8";"11";"7";"7";"11";"6";"12";"9";"11";"14";"14";"10";"14";"13";"12";"14";"13";"14";"13";"13";"12";"11";"9";"13";"13";"13";"14";"10";"8";"10";"12";"11";"9";"11";"12";"11";"14";"11"
"Guilherme Biro";"6264";"8";"12";"12";"8";"11";"10";"11";"8";"11";"12";"12";"7";"13";"11";"11";"11";"12";"12";"11";"11";"11";"13";"11";"15";"13";"10";"12";"12";"13";"12";"11";"13";"13";"12";"13";"12";"12";"11"
"Jonny";"6265";"8";"10";"12";"10";"12";"10";"10";"11";"8";"4";"12";"9";"8";"13";"13";"16";"13";"12";"11";"12";"10";"13";"10";"8";"12";"10";"9";"13";"14";"13";"12";"6";"14";"14";"10";"7";"11";"12"
"Julián Fernández";"6266";"10";"12";"14";"10";"12";"11";"8";"12";"10";"7";"11";"11";"8";"14";"13";"12";"11";"12";"8";"13";"15";"14";"14";"12";"13";"9";"12";"12";"13";"14";"11";"10";"12";"12";"12";"9";"12";"7"
"Jamie Cumming";"6267";"5";"1";"1";"1";"10";"10";"1";"2";"1";"1";"10";"1";"3";"9";"6";"13";"12";"12";"10";"10";"11";"4";"3";"6";"3";"12";"10";"11";"9";"11";"10";"12";"14";"10";"14";"10";"11";"5"
"Telmo Arcanjo";"6268";"13";"13";"13";"9";"14";"11";"7";"12";"5";"8";"14";"10";"11";"15";"12";"12";"14";"11";"9";"14";"12";"13";"5";"10";"8";"11";"13";"13";"12";"12";"14";"10";"13";"12";"13";"13";"12";"5"
"Shayne Lavery";"6269";"6";"8";"11";"15";"10";"5";"11";"8";"4";"6";"8";"10";"9";"11";"17";"12";"16";"12";"11";"10";"11";"15";"10";"3";"14";"6";"12";"20";"14";"14";"12";"11";"10";"14";"12";"12";"13";"10"
"Ben Cabango";"6270";"4";"6";"7";"8";"9";"4";"16";"5";"10";"13";"10";"5";"16";"7";"15";"13";"16";"9";"12";"9";"12";"12";"7";"11";"7";"14";"13";"14";"10";"8";"6";"15";"12";"11";"13";"16";"11";"16"
"Samuel Brolin";"6271";"5";"3";"4";"2";"6";"7";"4";"2";"1";"1";"7";"2";"3";"5";"5";"12";"12";"11";"12";"7";"12";"14";"1";"5";"3";"13";"12";"11";"9";"11";"13";"19";"12";"9";"9";"13";"14";"5"
"Domingos Quina";"6272";"11";"12";"13";"11";"13";"9";"7";"12";"4";"7";"13";"10";"11";"13";"12";"12";"8";"13";"9";"12";"11";"10";"16";"8";"12";"6";"11";"7";"13";"14";"12";"5";"14";"14";"13";"7";"9";"5"
"Léo Naldi";"6273";"6";"10";"10";"9";"11";"11";"9";"11";"10";"11";"12";"8";"13";"11";"11";"12";"11";"12";"12";"12";"13";"12";"7";"6";"12";"12";"13";"13";"12";"12";"10";"9";"12";"12";"12";"10";"12";"11"
"Arvin Appiah";"6274";"7";"9";"14";"11";"11";"5";"8";"7";"3";"4";"11";"12";"5";"13";"7";"10";"7";"9";"10";"11";"8";"11";"12";"7";"13";"5";"9";"12";"15";"14";"11";"8";"12";"14";"12";"10";"9";"3"
"Harisson Marcelin";"6275";"5";"6";"8";"5";"11";"5";"13";"5";"5";"11";"11";"9";"12";"12";"10";"11";"12";"10";"12";"10";"11";"11";"8";"8";"6";"13";"13";"12";"12";"11";"14";"16";"15";"13";"14";"15";"12";"7"
"Gaspar";"6276";"7";"9";"12";"12";"14";"10";"7";"13";"7";"7";"13";"11";"10";"15";"7";"10";"7";"11";"11";"13";"10";"11";"11";"8";"12";"12";"15";"11";"14";"14";"11";"7";"10";"12";"10";"9";"9";"6"
"Taylor Richards";"6277";"8";"10";"14";"11";"12";"11";"6";"12";"6";"7";"12";"14";"10";"14";"12";"11";"11";"13";"10";"11";"11";"15";"17";"9";"11";"10";"13";"11";"14";"12";"12";"10";"12";"13";"13";"13";"12";"6"
"Leopold Wahlstedt";"6278";"4";"1";"1";"3";"9";"7";"9";"2";"2";"3";"11";"3";"1";"9";"12";"13";"11";"10";"8";"8";"12";"15";"14";"10";"3";"14";"12";"12";"12";"15";"12";"16";"11";"8";"8";"13";"15";"13"
"Nathan Baxter";"6279";"4";"3";"1";"2";"6";"7";"1";"1";"2";"2";"11";"4";"2";"6";"11";"11";"12";"10";"9";"10";"10";"14";"3";"8";"2";"13";"8";"14";"9";"13";"13";"13";"14";"9";"9";"11";"12";"7"
"Kenny Rocha Santos";"6280";"12";"12";"14";"12";"12";"10";"8";"12";"8";"7";"14";"11";"7";"13";"6";"13";"13";"11";"11";"12";"12";"12";"12";"8";"13";"9";"12";"11";"13";"15";"10";"13";"12";"14";"14";"12";"12";"8"
"Bruno Amione";"6281";"5";"7";"8";"6";"11";"6";"13";"5";"6";"14";"11";"6";"14";"12";"15";"12";"14";"11";"13";"11";"11";"14";"8";"8";"7";"13";"12";"16";"12";"11";"14";"13";"15";"12";"11";"14";"13";"13"
"Zé Carlos";"6282";"9";"9";"10";"8";"11";"10";"6";"7";"11";"11";"11";"6";"14";"12";"14";"13";"15";"11";"13";"12";"11";"17";"12";"8";"8";"11";"14";"15";"13";"12";"12";"5";"14";"13";"14";"10";"14";"6"
"Ramón Juan";"6283";"6";"1";"2";"3";"8";"7";"2";"3";"2";"2";"11";"2";"2";"5";"10";"15";"10";"11";"10";"10";"7";"18";"1";"5";"3";"12";"11";"10";"11";"16";"11";"10";"10";"9";"6";"6";"20";"5"
"Jack Rudoni";"6284";"11";"10";"13";"11";"12";"9";"11";"8";"3";"8";"13";"11";"12";"14";"11";"10";"11";"14";"11";"11";"11";"16";"14";"7";"15";"9";"13";"15";"12";"13";"11";"11";"10";"11";"14";"8";"11";"8"
"Patryk Klimala";"6285";"5";"8";"12";"12";"12";"8";"11";"10";"4";"2";"10";"11";"5";"12";"10";"12";"11";"12";"12";"8";"11";"17";"8";"5";"13";"7";"12";"15";"14";"13";"12";"11";"9";"16";"13";"11";"10";"3"
"Maxim De Cuyper";"6286";"10";"13";"11";"9";"12";"8";"9";"9";"9";"11";"11";"8";"14";"12";"12";"10";"12";"11";"12";"10";"11";"10";"11";"11";"12";"11";"14";"12";"15";"11";"10";"11";"13";"15";"12";"7";"13";"6"
"Moussa N'Diaye";"6287";"6";"10";"10";"7";"11";"6";"12";"7";"11";"12";"13";"6";"13";"11";"15";"12";"11";"11";"12";"9";"11";"4";"10";"6";"10";"11";"12";"12";"13";"14";"11";"12";"15";"14";"12";"12";"12";"8"
"Gift Links";"6288";"8";"11";"13";"9";"11";"9";"9";"9";"6";"8";"8";"9";"7";"11";"10";"11";"11";"10";"11";"11";"12";"14";"13";"6";"12";"9";"12";"16";"16";"14";"12";"8";"11";"15";"14";"5";"8";"7"
"Luis Zárate";"6289";"7";"6";"7";"10";"12";"2";"12";"9";"8";"12";"12";"4";"12";"9";"14";"11";"14";"12";"10";"10";"15";"13";"8";"9";"9";"10";"12";"12";"13";"12";"13";"13";"12";"12";"12";"13";"10";"15"
"Gabriel Silva";"6290";"12";"13";"13";"12";"12";"12";"10";"11";"6";"5";"11";"13";"7";"13";"10";"9";"10";"11";"9";"11";"9";"13";"14";"7";"12";"5";"9";"10";"13";"13";"12";"8";"12";"13";"13";"7";"8";"11"
"Jesús Bueno";"6291";"7";"12";"11";"7";"12";"14";"8";"12";"5";"9";"12";"13";"11";"12";"14";"12";"12";"11";"12";"12";"12";"14";"9";"14";"10";"10";"14";"13";"13";"12";"12";"9";"14";"12";"15";"10";"13";"7"
"Andrea Danzi";"6292";"11";"12";"11";"8";"12";"10";"7";"11";"11";"10";"12";"8";"11";"12";"10";"14";"12";"12";"12";"12";"13";"13";"10";"9";"12";"14";"13";"12";"12";"12";"11";"10";"14";"12";"14";"10";"12";"9"
"Franco Watson";"6293";"12";"8";"12";"12";"12";"11";"8";"13";"10";"9";"13";"5";"8";"13";"14";"16";"9";"12";"7";"13";"13";"15";"12";"11";"10";"13";"12";"15";"12";"13";"12";"9";"12";"12";"12";"9";"12";"12"
"Omar Rekik";"6294";"5";"9";"12";"7";"12";"8";"12";"10";"6";"11";"12";"10";"13";"12";"12";"12";"13";"13";"13";"13";"13";"14";"12";"10";"12";"12";"13";"13";"12";"11";"12";"13";"12";"12";"12";"12";"12";"11"
"Eduardo Aguirre";"6295";"9";"9";"11";"13";"9";"10";"13";"8";"8";"8";"11";"10";"7";"12";"11";"14";"12";"13";"13";"11";"12";"7";"9";"9";"13";"11";"12";"14";"13";"13";"11";"11";"10";"12";"12";"12";"12";"9"
"Gabriele Gori";"6296";"5";"6";"13";"13";"12";"7";"13";"14";"7";"6";"10";"12";"9";"12";"10";"10";"12";"12";"12";"9";"11";"13";"10";"8";"14";"8";"13";"12";"13";"13";"14";"12";"12";"12";"12";"12";"12";"8"
"Shurandy Sambo";"6297";"7";"12";"11";"7";"11";"2";"7";"11";"7";"10";"12";"5";"16";"11";"10";"11";"13";"12";"13";"10";"10";"11";"11";"12";"10";"12";"12";"14";"13";"13";"11";"12";"15";"13";"14";"10";"12";"5"
"Vicente Besuijen";"6298";"9";"10";"14";"11";"12";"10";"5";"6";"11";"3";"11";"10";"4";"13";"9";"8";"13";"12";"7";"8";"10";"9";"15";"6";"12";"4";"7";"13";"15";"15";"15";"5";"14";"15";"11";"4";"8";"12"
"Franco Orozco";"6299";"11";"13";"15";"8";"14";"10";"12";"11";"10";"10";"15";"7";"8";"14";"8";"9";"6";"12";"11";"12";"12";"8";"11";"13";"15";"8";"11";"12";"11";"13";"11";"5";"10";"14";"13";"6";"14";"5"
"Vladan Danilović";"6300";"4";"8";"9";"11";"12";"9";"12";"10";"4";"13";"12";"8";"13";"11";"12";"13";"13";"13";"14";"12";"12";"13";"12";"9";"13";"12";"13";"13";"12";"11";"13";"13";"12";"12";"14";"14";"13";"10"
"Christopher Scott";"6301";"6";"10";"14";"11";"13";"6";"8";"11";"4";"8";"13";"7";"10";"14";"13";"12";"12";"11";"10";"13";"10";"14";"13";"5";"13";"9";"13";"13";"13";"12";"11";"9";"13";"14";"12";"12";"13";"7"
"Luca Oyen";"6302";"10";"13";"14";"14";"14";"10";"12";"12";"10";"10";"14";"9";"11";"14";"11";"11";"9";"11";"10";"11";"15";"13";"11";"8";"15";"11";"11";"8";"15";"12";"4";"6";"14";"15";"4";"4";"12";"5"
"Dan Neil";"6303";"8";"9";"11";"10";"12";"9";"6";"9";"2";"8";"14";"10";"6";"13";"8";"11";"12";"13";"11";"12";"11";"12";"12";"9";"11";"13";"14";"13";"11";"12";"15";"6";"12";"10";"15";"11";"12";"4"
