"Name(ocultar)";"Futbolista_ID";"Alcance aéreo";"Liderazgo en el área";"Comunicación";"Exentricidad";"Manejo de balón";"Despeje de balón";"1 vs 1";"Reflejos";"Salir a por el balón ";"Puños de portero";"Lanzamientos de portero"
"Amine Salama";"6721";"2";"1";"4";"1";"1";"2";"2";"2";"2";"3";"2"
"Erik López";"6722";"1";"4";"3";"2";"1";"2";"4";"3";"1";"1";"1"
"Lucas Román";"6723";"2";"2";"2";"4";"3";"1";"1";"1";"1";"1";"1"
"Franco Carboni";"6724";"2";"2";"3";"2";"4";"2";"1";"1";"1";"1";"3"
"Henrik Heggheim";"6725";"3";"1";"1";"1";"2";"3";"1";"3";"2";"2";"1"
"Baltazar";"6726";"3";"1";"2";"1";"1";"2";"1";"2";"3";"1";"2"
"Abderrahim Deghmoum";"6727";"1";"3";"2";"2";"2";"3";"2";"3";"2";"1";"1"
"Matthew Smith";"6728";"3";"1";"2";"2";"3";"3";"1";"3";"2";"2";"3"
"Pedro Vite";"6729";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"3"
"Charles Abi";"6730";"1";"2";"4";"3";"2";"3";"2";"2";"1";"3";"1"
"Filip Bundgaard";"6731";"3";"2";"3";"3";"2";"3";"2";"4";"2";"3";"4"
"Garang Kuol";"6732";"1";"1";"2";"1";"2";"4";"2";"3";"2";"2";"2"
"Pedro Delgado";"6733";"1";"2";"3";"1";"1";"2";"3";"3";"3";"4";"2"
"Pedrinho";"6734";"3";"1";"1";"1";"3";"2";"3";"3";"2";"1";"3"
"Emmanuel Gyabuaa";"6735";"2";"1";"2";"4";"3";"3";"3";"4";"1";"2";"3"
"Marlon Gomes";"6736";"2";"1";"3";"3";"1";"2";"2";"2";"3";"3";"1"
"Khalid Al-Ghannam";"6737";"3";"1";"1";"2";"2";"2";"2";"2";"3";"1";"2"
"Miguel Maga";"6738";"2";"3";"3";"2";"1";"1";"3";"2";"2";"2";"4"
"Torben Rhein";"6739";"1";"1";"2";"1";"3";"3";"3";"2";"2";"2";"3"
"Jean N'Guessan";"6740";"2";"2";"3";"1";"1";"2";"3";"1";"3";"2";"1"
"Karim Konaté";"6741";"4";"1";"3";"2";"2";"3";"2";"2";"3";"2";"1"
"Aune Heggebø";"6742";"1";"3";"2";"1";"3";"2";"3";"4";"3";"1";"2"
"Bernardo Folha";"6743";"3";"2";"3";"3";"1";"3";"3";"3";"3";"3";"2"
"Fredrik Oppegård";"6744";"3";"1";"2";"3";"3";"3";"2";"1";"3";"1";"2"
"Mateo Sanabria";"6745";"2";"3";"1";"2";"1";"3";"1";"1";"3";"3";"1"
"Łukasz Poręba";"6746";"2";"1";"2";"1";"2";"3";"2";"1";"2";"3";"3"
"Nilson Angulo";"6747";"3";"3";"3";"3";"2";"3";"2";"1";"2";"1";"4"
"Kristian Arnstad";"6748";"3";"2";"2";"1";"2";"2";"1";"3";"2";"1";"1"
"Samuel Soares";"6749";"11";"12";"12";"15";"12";"16";"13";"15";"15";"10";"12"
"Till Cissokho";"6750";"1";"2";"1";"1";"3";"1";"2";"1";"1";"4";"2"
"Samuele Vignato";"6751";"1";"2";"2";"1";"1";"1";"2";"1";"2";"3";"2"
"Maissa Ndiaye";"6752";"2";"2";"2";"2";"1";"3";"1";"3";"4";"3";"1"
"Marcelino Carreazo";"6753";"2";"1";"2";"2";"2";"3";"3";"3";"3";"1";"1"
"Trilli";"6754";"2";"2";"3";"2";"2";"3";"1";"3";"3";"1";"3"
"Ernest Muçi";"6755";"3";"2";"2";"4";"2";"4";"3";"2";"1";"3";"2"
"Jhon Durán";"6756";"1";"2";"2";"3";"2";"2";"1";"1";"1";"2";"2"
"Gonçalo Cardoso";"6757";"1";"3";"1";"1";"3";"4";"3";"1";"2";"1";"3"
"Alberto Quintana";"6758";"1";"3";"1";"3";"2";"1";"1";"1";"3";"2";"4"
"Daniel Jebbison";"6759";"1";"3";"2";"1";"2";"1";"1";"1";"1";"4";"2"
"Amourricho van Axel Dongen";"6760";"1";"1";"4";"1";"1";"2";"3";"1";"1";"3";"3"
"Aleksander Buksa";"6761";"2";"3";"2";"3";"1";"1";"2";"1";"3";"3";"1"
"Kegan Johannes";"6762";"2";"3";"2";"1";"1";"2";"3";"4";"4";"2";"3"
"Mario Stroeykens";"6763";"2";"3";"3";"2";"2";"3";"1";"2";"2";"3";"3"
"Karim Dermane";"6764";"1";"1";"3";"2";"4";"1";"3";"3";"3";"3";"3"
"Vladyslav Vanat";"6765";"3";"1";"2";"3";"2";"1";"3";"3";"1";"3";"2"
"Yasin Salmani";"6766";"4";"1";"2";"3";"2";"1";"3";"1";"1";"2";"3"
"Carlos Olses";"6767";"14";"12";"13";"8";"11";"10";"12";"13";"6";"8";"8"
"Cole Bassett";"6768";"1";"1";"1";"1";"1";"8";"1";"1";"1";"1";"1"
"Haydon Roberts";"6769";"2";"2";"3";"2";"1";"2";"2";"2";"1";"3";"1"
"Cade Cowell";"6770";"3";"2";"2";"1";"2";"1";"2";"2";"2";"3";"2"
"Gabriel Słonina";"6771";"13";"12";"13";"6";"10";"10";"12";"14";"7";"8";"11"
"Thiaguinho";"6772";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1"
"Matěj Kovář";"6773";"15";"11";"8";"8";"12";"13";"12";"13";"12";"12";"7"
"Armindo Sieb";"6774";"2";"2";"3";"3";"3";"3";"3";"4";"1";"1";"2"
"Kerwin Vargas";"6775";"1";"3";"1";"2";"2";"3";"1";"1";"4";"3";"1"
"Mika Biereth";"6776";"1";"3";"2";"1";"1";"2";"1";"3";"2";"2";"3"
"Svetoslav Vutsov";"6777";"14";"10";"8";"7";"11";"14";"12";"13";"16";"13";"11"
"Anthony Valencia";"6778";"2";"2";"1";"2";"3";"2";"3";"3";"1";"1";"3"
"Beni Makouana";"6779";"1";"1";"3";"3";"3";"1";"4";"1";"1";"1";"2"
"Nicolò Tresoldi";"6780";"1";"2";"1";"3";"3";"2";"1";"1";"2";"3";"1"
"Lewis Dobbin";"6781";"3";"2";"2";"2";"1";"3";"3";"2";"4";"3";"3"
"Carlos Vivas";"6782";"2";"3";"3";"2";"2";"2";"1";"3";"1";"3";"1"
"Oscar Schwartau";"6783";"2";"2";"3";"1";"3";"3";"1";"2";"3";"3";"2"
"Festy Ebosele";"6784";"3";"2";"1";"1";"1";"1";"4";"1";"2";"2";"1"
"Carl Rushworth";"6785";"13";"11";"11";"9";"13";"12";"14";"14";"11";"10";"11"
"Tymur Puzankov";"6786";"16";"11";"10";"3";"12";"10";"13";"15";"8";"10";"11"
"Anthony Patterson";"6787";"13";"10";"8";"5";"12";"11";"11";"13";"5";"12";"10"
"Dhoraso Klas";"6788";"3";"4";"3";"2";"1";"3";"2";"4";"2";"3";"3"
"Romano Postema";"6789";"2";"1";"2";"3";"3";"2";"1";"1";"1";"3";"4"
"Bjorn Meijer";"6790";"1";"3";"2";"2";"1";"2";"3";"1";"1";"1";"3"
"Mimeirhel Benita";"6791";"2";"3";"1";"4";"3";"3";"2";"3";"1";"3";"3"
"Palkó Dárdai";"6792";"1";"2";"2";"2";"1";"1";"1";"4";"3";"1";"2"
"Jakub Stolarczyk";"6793";"12";"13";"12";"5";"11";"11";"13";"13";"12";"8";"14"
"Rhys Williams";"6794";"2";"1";"2";"1";"1";"2";"3";"2";"1";"1";"1"
"Isaak Davies";"6795";"2";"3";"1";"1";"3";"2";"1";"1";"4";"2";"3"
"Jonathan González";"6796";"1";"3";"3";"2";"2";"3";"2";"3";"2";"2";"1"
"Kai Cipot";"6797";"2";"3";"3";"1";"2";"3";"2";"2";"3";"2";"2"
"Samson Baidoo";"6798";"3";"3";"3";"1";"2";"3";"3";"3";"3";"1";"1"
"Santiago Castro";"6799";"3";"3";"1";"3";"2";"3";"3";"3";"3";"2";"2"
"Mateo Seoane";"6800";"3";"2";"1";"3";"2";"1";"2";"1";"1";"2";"4"
"Myles Peart-Harris";"6801";"1";"1";"1";"2";"3";"1";"3";"1";"2";"3";"2"
"Miloš Drinčić";"6802";"3";"3";"1";"2";"3";"2";"3";"1";"3";"1";"1"
"Erik Shuranov";"6803";"3";"1";"3";"1";"3";"3";"1";"2";"1";"2";"3"
"Artem Karpukas";"6804";"2";"2";"1";"1";"3";"2";"4";"2";"3";"1";"3"
"Cem Türkmen";"6805";"3";"1";"3";"3";"2";"3";"1";"2";"2";"1";"1"
"Rocco Reitz";"6806";"1";"3";"2";"3";"4";"3";"3";"1";"1";"2";"3"
"Fernando Henrique";"6807";"3";"1";"2";"2";"3";"2";"3";"3";"3";"3";"2"
"David Romero";"6808";"1";"1";"1";"2";"1";"3";"1";"1";"3";"2";"3"
"Noel López";"6809";"2";"2";"3";"3";"2";"3";"2";"2";"3";"2";"1"
"Luke Cundle";"6810";"2";"2";"4";"1";"1";"1";"1";"3";"3";"3";"3"
"Rafa Marín";"6811";"3";"3";"2";"2";"1";"3";"3";"2";"3";"2";"2"
"Arthur Sousa";"6812";"1";"3";"1";"3";"4";"3";"1";"2";"1";"3";"1"
"Hákon Rafn Valdimarsson";"6813";"12";"14";"9";"5";"13";"12";"13";"13";"8";"7";"11"
"Ivonei";"6814";"1";"2";"1";"1";"1";"2";"1";"1";"3";"4";"1"
"Sava Čestić";"6815";"4";"3";"2";"2";"2";"3";"1";"2";"2";"3";"3"
"Pablo Minissale";"6816";"3";"1";"1";"2";"4";"1";"2";"2";"3";"3";"1"
"Igor Jesus";"6817";"3";"1";"2";"2";"1";"3";"2";"1";"1";"1";"3"
"Amane Romeo";"6818";"3";"3";"3";"2";"3";"3";"3";"1";"2";"1";"2"
"Mark Zabukovnik";"6819";"1";"1";"3";"2";"2";"3";"3";"2";"1";"3";"2"
"Kwame Poku";"6820";"3";"3";"3";"1";"1";"3";"4";"3";"1";"3";"4"
"Andrea Ghion";"6821";"2";"2";"1";"3";"3";"2";"1";"3";"2";"2";"1"
"Tom Lacoux";"6822";"2";"1";"1";"1";"1";"1";"3";"4";"1";"2";"2"
"Myron van Brederode";"6823";"1";"3";"1";"2";"3";"1";"1";"1";"1";"3";"3"
"Ilyes Hamache";"6824";"2";"2";"2";"3";"2";"3";"4";"3";"3";"2";"3"
"Fedde de Jong";"6825";"3";"3";"2";"1";"3";"2";"2";"1";"2";"2";"1"
"Kang Hyun-Muk";"6826";"1";"2";"3";"2";"4";"3";"4";"2";"1";"3";"1"
"Formose Mendy";"6827";"4";"1";"2";"4";"3";"1";"2";"3";"1";"2";"2"
"Giovane";"6828";"1";"3";"2";"2";"1";"3";"2";"3";"2";"1";"3"
"Alexander Sosa";"6829";"2";"3";"3";"3";"2";"4";"3";"1";"1";"3";"1"
"Luka Gagnidze";"6830";"1";"2";"2";"1";"2";"3";"2";"1";"2";"1";"3"
"Luke Fleurs";"6831";"1";"3";"1";"3";"1";"2";"2";"2";"2";"3";"3"
"Julián Romero";"6832";"3";"1";"3";"1";"2";"2";"1";"3";"1";"2";"1"
"Adam Karabec";"6833";"4";"2";"3";"3";"1";"1";"3";"2";"2";"3";"2"
"Quinn Sullivan";"6834";"1";"2";"3";"1";"3";"1";"2";"1";"1";"3";"3"
"Sem Westerveld";"6835";"15";"10";"10";"5";"13";"9";"12";"12";"11";"13";"13"
"Ben Bobzien";"6836";"3";"4";"3";"2";"1";"2";"1";"1";"2";"1";"1"
"Isaac Tshibangu";"6837";"1";"1";"1";"3";"3";"2";"2";"2";"1";"1";"3"
"Miguel Silveira";"6838";"1";"2";"2";"1";"3";"2";"1";"4";"2";"1";"3"
"Daniil Khudyakov";"6839";"14";"10";"10";"9";"9";"10";"13";"12";"11";"9";"12"
"Vincent Müller";"6840";"14";"12";"7";"7";"14";"13";"12";"14";"8";"10";"9"
"Alex Lowry";"6841";"2";"3";"2";"1";"2";"1";"4";"1";"3";"2";"2"
"Laurenz Dehl";"6842";"3";"1";"2";"3";"2";"3";"3";"3";"2";"3";"2"
"Vyacheslav Litvinov";"6843";"3";"3";"2";"3";"1";"1";"3";"4";"1";"3";"1"
"Sean McGurk";"6844";"3";"1";"1";"4";"3";"2";"3";"3";"2";"3";"1"
"Suphanat Mueanta";"6845";"2";"3";"2";"1";"1";"2";"2";"1";"1";"2";"2"
"Garcia";"6846";"2";"4";"3";"1";"3";"2";"2";"1";"1";"3";"3"
"Luca Philipp";"6847";"14";"10";"10";"5";"8";"13";"13";"14";"8";"5";"11"
"Franco Tongya";"6848";"2";"3";"1";"2";"3";"1";"1";"1";"3";"2";"1"
"Kostiantyn Vivcharenko";"6849";"1";"1";"1";"1";"2";"2";"2";"3";"1";"3";"1"
"Isaak Touré";"6850";"3";"2";"2";"2";"3";"1";"1";"1";"2";"1";"1"
"Aidan Morris";"6851";"3";"2";"1";"2";"3";"2";"2";"2";"3";"2";"3"
"Karl Jakob Hein";"6852";"14";"9";"9";"4";"12";"14";"13";"14";"9";"11";"11"
"Werik Popó";"6853";"1";"2";"2";"3";"2";"3";"2";"1";"3";"4";"2"
"Robert Popa";"6854";"12";"10";"11";"8";"11";"13";"14";"13";"11";"12";"11"
"David Kalokoh";"6855";"2";"2";"2";"1";"1";"2";"2";"2";"3";"1";"2"
"Enis Fazlagic";"6856";"2";"3";"4";"2";"3";"3";"3";"2";"2";"3";"1"
"Bohdan Viunnyk";"6857";"2";"2";"1";"3";"1";"2";"1";"1";"2";"2";"2"
"Alan Matturro";"6858";"4";"3";"3";"3";"2";"1";"1";"2";"3";"2";"2"
"Kristers Tobers";"6859";"1";"2";"4";"3";"1";"1";"3";"3";"3";"3";"4"
"Darío Sarmiento";"6860";"3";"1";"1";"2";"1";"1";"3";"2";"1";"3";"3"
"Ole Martin Kolskogen";"6861";"2";"3";"2";"2";"3";"2";"1";"1";"3";"1";"1"
"Rwan";"6862";"1";"3";"3";"3";"2";"2";"3";"2";"3";"3";"1"
"Daniel Samek";"6863";"2";"4";"3";"1";"1";"2";"3";"1";"2";"2";"2"
"Óscar Aranda";"6864";"2";"2";"3";"1";"3";"3";"2";"1";"2";"3";"3"
"Lazar Mijović";"6865";"2";"1";"1";"4";"3";"1";"1";"3";"3";"2";"1"
"Rami Al Hajj";"6866";"2";"2";"1";"3";"2";"1";"2";"3";"4";"1";"2"
"Dušan Stojinović";"6867";"1";"3";"1";"2";"2";"2";"1";"2";"2";"3";"1"
"Josh Wilson-Esbrand";"6868";"3";"2";"3";"2";"1";"3";"3";"1";"4";"1";"2"
"Jerónimo Pourtau";"6869";"11";"10";"12";"7";"13";"12";"12";"11";"8";"7";"9"
"Berke Özer";"6870";"14";"11";"10";"5";"13";"9";"14";"14";"10";"12";"13"
"Jordan James";"6871";"3";"4";"1";"3";"3";"1";"2";"2";"3";"1";"1"
"Isak Määttä";"6872";"2";"2";"3";"2";"2";"3";"3";"3";"1";"3";"1"
"Cher Ndour";"6873";"3";"3";"3";"1";"1";"2";"1";"3";"1";"1";"1"
"Camilo Mena";"6874";"2";"1";"1";"2";"3";"1";"1";"1";"2";"2";"2"
"Kryštof Daněk";"6875";"2";"3";"3";"2";"3";"2";"1";"3";"3";"1";"1"
"Filip Stanković";"6876";"14";"11";"11";"6";"12";"9";"12";"12";"12";"11";"11"
"Matheus Cadorini";"6877";"2";"3";"2";"1";"1";"2";"3";"2";"2";"1";"3"
"Mark Mampassi";"6878";"1";"3";"1";"3";"3";"3";"1";"3";"2";"1";"2"
"Nemanja Motika";"6879";"4";"1";"4";"1";"1";"2";"3";"1";"2";"1";"1"
"Nathan Harriel";"6880";"3";"1";"1";"3";"3";"3";"3";"1";"1";"2";"1"
"Dilan Markanday";"6881";"1";"3";"3";"1";"2";"2";"2";"1";"3";"1";"2"
"Thierry Lutonda";"6882";"1";"2";"1";"2";"2";"1";"2";"3";"2";"3";"1"
"Jack Vale";"6883";"1";"1";"3";"3";"1";"3";"2";"2";"3";"2";"1"
"Fisayo Dele-Bashiru";"6884";"1";"1";"2";"2";"3";"2";"2";"2";"1";"2";"3"
"Thiago";"6885";"2";"4";"2";"1";"3";"1";"3";"3";"2";"2";"3"
"Fabinho";"6886";"1";"2";"3";"2";"3";"1";"3";"3";"3";"2";"3"
"Santiago Muñoz";"6887";"2";"1";"3";"2";"1";"1";"3";"3";"3";"1";"1"
"Pedro Milans";"6888";"1";"3";"3";"2";"1";"1";"1";"2";"2";"4";"2"
"Jewison Bennette";"6889";"1";"2";"2";"2";"3";"1";"3";"2";"4";"3";"2"
"Frederik Winther";"6890";"1";"4";"2";"1";"1";"1";"2";"2";"3";"2";"3"
"Bright Arrey-Mbi";"6891";"1";"3";"1";"1";"1";"1";"2";"1";"2";"1";"1"
"Xavier Simons";"6892";"3";"2";"2";"3";"2";"3";"1";"2";"1";"3";"3"
"Flávio Nazinho";"6893";"1";"2";"2";"3";"2";"1";"1";"1";"3";"1";"1"
"Juan Cruz Cerrudo";"6894";"3";"3";"2";"1";"1";"2";"3";"2";"2";"1";"3"
"Manu Silva";"6895";"3";"1";"3";"1";"2";"2";"3";"2";"2";"3";"2"
"Valdemar Lund Jensen";"6896";"3";"1";"3";"3";"2";"2";"1";"2";"2";"1";"1"
"Alfie Devine";"6897";"2";"1";"3";"2";"1";"1";"3";"2";"2";"3";"1"
"Roony Bardghji";"6898";"3";"1";"1";"3";"2";"1";"2";"3";"2";"3";"3"
"Vasco Sousa";"6899";"3";"1";"3";"2";"1";"1";"3";"3";"2";"3";"1"
"Onurhan Babuşcu";"6900";"1";"3";"2";"2";"1";"2";"2";"2";"3";"2";"3"
"Eren Dinkci";"6901";"3";"4";"1";"3";"2";"1";"2";"3";"2";"3";"1"
"Danny Leyva";"6902";"1";"1";"2";"3";"3";"4";"2";"2";"3";"2";"1"
"Daniel Fila";"6903";"1";"3";"3";"1";"3";"1";"1";"1";"3";"1";"3"
"Anton Eriksson";"6904";"2";"4";"1";"4";"2";"2";"2";"1";"1";"4";"2"
"Antonio Foti";"6905";"1";"3";"2";"2";"3";"2";"3";"2";"3";"3";"3"
"Noah Sadiki";"6906";"2";"3";"4";"2";"3";"1";"1";"3";"3";"2";"4"
"Kirill Schetinin";"6907";"3";"1";"2";"1";"1";"2";"1";"2";"2";"2";"3"
"Léo Borges";"6908";"1";"2";"4";"1";"3";"2";"3";"4";"1";"1";"2"
"Alan Virginius";"6909";"1";"2";"2";"2";"1";"3";"1";"3";"2";"1";"1"
"Edoardo Vergani";"6910";"2";"2";"2";"3";"1";"2";"3";"2";"1";"2";"3"
"Gustavo Puerta";"6911";"1";"4";"1";"2";"3";"2";"1";"1";"4";"3";"2"
"Anselmo García McNulty";"6912";"2";"1";"2";"2";"2";"3";"1";"2";"3";"1";"1"
"Abdoullah Ba";"6913";"3";"2";"3";"1";"2";"1";"1";"3";"1";"2";"1"
"Evan Ferguson";"6914";"3";"3";"2";"1";"1";"1";"2";"2";"1";"1";"3"
"Tyreece John-Jules";"6915";"1";"2";"2";"2";"1";"3";"1";"1";"2";"1";"3"
"Bryan Okoh";"6916";"3";"3";"2";"2";"1";"3";"1";"1";"2";"3";"2"
"Henrique Pereira";"6917";"2";"2";"2";"1";"1";"2";"1";"3";"3";"1";"3"
"Darío Osorio";"6918";"1";"1";"2";"3";"3";"3";"1";"4";"3";"2";"1"
"Ryan Johansson";"6919";"2";"1";"3";"4";"2";"1";"3";"3";"2";"1";"1"
"Pedro Ganchas";"6920";"1";"2";"2";"3";"2";"4";"1";"3";"2";"1";"2"
"Jesús Castillo";"6921";"4";"3";"1";"3";"3";"2";"2";"2";"1";"1";"1"
"Gabriel Barès";"6922";"1";"1";"2";"2";"1";"1";"1";"2";"3";"3";"2"
"Claudio Gomes";"6923";"1";"2";"3";"1";"1";"1";"2";"2";"1";"2";"3"
"Stefan Bajić";"6924";"9";"10";"9";"10";"11";"9";"12";"13";"13";"5";"10"
"Stuart McKinstry";"6925";"3";"2";"1";"2";"2";"3";"3";"2";"3";"1";"3"
"Femi Azeez";"6926";"2";"3";"2";"4";"3";"2";"3";"2";"2";"3";"1"
"Salah Oulad M'Hand";"6927";"1";"1";"4";"2";"2";"2";"4";"3";"2";"1";"3"
"Thauan Lara";"6928";"1";"2";"3";"3";"3";"4";"2";"3";"3";"3";"1"
"Syb van Ottele";"6929";"2";"1";"2";"3";"3";"3";"1";"1";"3";"2";"1"
"Tomás Lecanda";"6930";"1";"2";"2";"4";"3";"4";"2";"1";"2";"1";"1"
"Lautaro Ovando";"6931";"2";"3";"3";"3";"3";"1";"2";"1";"4";"3";"3"
"Bénie Traoré";"6932";"1";"1";"1";"1";"3";"2";"2";"3";"1";"2";"3"
"Youri Regeer";"6933";"1";"3";"2";"2";"2";"1";"1";"3";"2";"2";"1"
"Marko Lazetić";"6934";"1";"1";"2";"1";"2";"3";"1";"3";"3";"1";"3"
"Check Oumar Diakité";"6935";"3";"1";"1";"3";"3";"2";"3";"2";"1";"3";"3"
"Luis Sequeira";"6936";"2";"3";"2";"1";"3";"2";"1";"3";"2";"2";"1"
"Juan Berrocal";"6937";"1";"4";"3";"3";"3";"2";"1";"2";"3";"3";"3"
"Frederik Alves Ibsen";"6938";"1";"2";"1";"2";"1";"2";"2";"3";"1";"3";"3"
"Niall Ennis";"6939";"3";"4";"1";"3";"1";"2";"2";"1";"2";"1";"3"
"Tom Bayliss";"6940";"4";"2";"3";"4";"2";"3";"1";"2";"2";"3";"4"
"Alessandro Plizzari";"6941";"13";"12";"13";"7";"12";"11";"15";"15";"13";"11";"8"
"Víctor Olmo";"6942";"4";"2";"1";"3";"1";"3";"2";"2";"2";"3";"2"
"Mohamed Taabouni";"6943";"1";"2";"3";"1";"1";"3";"3";"2";"1";"4";"3"
"Wu Xi";"6944";"1";"4";"2";"1";"2";"3";"2";"2";"2";"2";"3"
"Jorge Rodríguez";"6945";"3";"1";"3";"2";"2";"3";"3";"1";"1";"3";"3"
"Landing Badji";"6946";"8";"9";"10";"5";"14";"13";"9";"14";"14";"14";"14"
"Andri Fannar Baldursson";"6947";"1";"1";"3";"2";"4";"3";"4";"1";"2";"3";"4"
"Zico Buurmeester";"6948";"2";"4";"1";"2";"3";"3";"3";"2";"1";"3";"2"
"Diego Rosa";"6949";"1";"2";"1";"2";"1";"3";"3";"4";"2";"3";"1"
"Noah Atubolu";"6950";"14";"10";"11";"6";"12";"13";"14";"14";"10";"10";"12"
"András Németh";"6951";"2";"3";"2";"4";"2";"3";"2";"1";"1";"3";"4"
"Lovro Zvonarek";"6952";"3";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1"
"Imanol Segovia";"6953";"1";"3";"1";"1";"1";"3";"1";"2";"4";"3";"3"
"Jonas Urbig";"6954";"12";"10";"11";"5";"14";"10";"14";"13";"11";"5";"10"
"Toni Fuidias";"6955";"16";"9";"14";"2";"14";"14";"12";"9";"8";"12";"12"
"Hugo Larsson";"6956";"3";"3";"1";"1";"1";"1";"3";"2";"3";"3";"3"
"Lucas Ramos";"6957";"2";"1";"1";"2";"1";"3";"2";"2";"3";"3";"3"
"Aitor Gelardo";"6958";"1";"4";"4";"2";"2";"1";"4";"3";"1";"1";"3"
"Anton Kade";"6959";"2";"1";"2";"1";"3";"3";"3";"3";"1";"3";"3"
"Joseda";"6960";"2";"3";"1";"1";"3";"2";"1";"1";"1";"3";"3"
"Marco Moreno";"6961";"1";"1";"2";"3";"1";"2";"1";"2";"2";"1";"1"
"Franco Frías";"6962";"3";"1";"3";"2";"2";"2";"3";"3";"1";"2";"2"
"Lucas Cañizares";"6963";"13";"13";"12";"5";"13";"7";"13";"13";"10";"5";"11"
"Ed Carlos";"6964";"2";"2";"2";"2";"3";"2";"1";"2";"1";"1";"2"
"Kristoffer Klaesson";"6965";"15";"11";"12";"11";"12";"13";"11";"15";"12";"14";"7"
"Peter Gwargis";"6966";"2";"2";"3";"2";"3";"4";"3";"2";"3";"4";"1"
"Shiloh 't Zand";"6967";"4";"3";"3";"2";"1";"3";"1";"1";"2";"1";"3"
"Liam Kitching";"6968";"3";"2";"2";"3";"3";"1";"2";"2";"2";"1";"1"
"Tashreeq Matthews";"6969";"2";"3";"1";"1";"1";"1";"2";"1";"3";"2";"4"
"Finnur Tómas Pálmason";"6970";"3";"1";"2";"1";"3";"1";"3";"4";"3";"3";"1"
"Jaden Slory";"6971";"1";"1";"1";"1";"1";"1";"2";"1";"2";"3";"3"
"Mohamad Rihanieh";"6972";"1";"1";"2";"3";"2";"1";"2";"3";"4";"1";"1"
"Breno";"6973";"10";"11";"11";"5";"13";"11";"11";"12";"12";"9";"10"
"Junior Kadile";"6974";"2";"1";"3";"1";"1";"4";"2";"3";"1";"2";"3"
"Matías Lugo";"6975";"2";"2";"2";"2";"1";"1";"1";"3";"3";"2";"3"
"Melayro Bogarde";"6976";"3";"1";"3";"1";"2";"3";"2";"3";"2";"1";"4"
"Nikolas Sattlberger";"6977";"1";"4";"2";"2";"1";"1";"2";"2";"4";"1";"1"
"Tein Troost";"6978";"13";"13";"11";"5";"12";"15";"11";"11";"12";"11";"8"
"Prince Aning";"6979";"3";"1";"4";"1";"3";"2";"1";"3";"2";"3";"2"
"Danila Khotulev";"6980";"3";"1";"3";"2";"3";"3";"2";"3";"2";"3";"4"
"Sergey Pinyaev";"6981";"2";"2";"1";"2";"2";"4";"4";"3";"2";"3";"2"
"Efraín Álvarez";"6982";"3";"1";"3";"2";"3";"3";"3";"2";"2";"3";"2"
"Tonislav Yordanov";"6983";"3";"1";"1";"1";"3";"3";"3";"1";"4";"3";"1"
"Emmanuel Matuta";"6984";"1";"2";"2";"3";"3";"3";"2";"1";"3";"3";"3"
"Cenk Özkacar";"6985";"1";"3";"2";"1";"3";"2";"2";"3";"3";"1";"3"
"Gökdeniz Bayrakdar";"6986";"3";"1";"3";"3";"3";"1";"2";"2";"1";"2";"1"
"Jeyson Rojas";"6987";"2";"1";"3";"3";"2";"3";"2";"4";"1";"1";"3"
"Aitor Paredes";"6988";"3";"3";"1";"2";"2";"2";"1";"2";"2";"4";"2"
"Eyüp Aydin";"6989";"2";"2";"2";"3";"2";"3";"1";"1";"3";"3";"1"
"Laurin Ulrich";"6990";"3";"1";"2";"3";"3";"2";"3";"3";"2";"2";"2"
"Andy Diouf";"6991";"3";"1";"1";"2";"3";"3";"2";"3";"1";"3";"3"
"Modou Tambedou";"6992";"2";"3";"4";"3";"1";"2";"3";"4";"3";"2";"1"
"Kostas Koulierakis";"6993";"2";"2";"2";"2";"2";"2";"1";"3";"3";"2";"2"
"Antoni Milambo";"6994";"2";"2";"3";"1";"2";"3";"1";"4";"4";"2";"2"
"Brayan Moreno";"6995";"3";"2";"2";"2";"1";"3";"2";"1";"1";"2";"1"
"Adam Wharton";"6996";"1";"1";"2";"4";"2";"3";"2";"3";"3";"3";"3"
"Nikola Ivezić";"6997";"12";"12";"13";"12";"12";"13";"13";"11";"7";"8";"11"
"Lesley Ugochukwu";"6998";"2";"3";"1";"1";"1";"2";"2";"1";"3";"3";"1"
"Patryck Lanza";"6999";"2";"3";"1";"1";"2";"3";"1";"3";"1";"1";"3"
"Alexís Manyoma";"7000";"1";"3";"3";"2";"1";"2";"2";"2";"1";"3";"3"
"Rodrigo Gomes";"7001";"3";"1";"1";"2";"2";"3";"1";"1";"1";"3";"1"
"Adrian Bajrami";"7002";"3";"1";"3";"2";"4";"1";"2";"2";"1";"1";"2"
"Valentín Barco";"7003";"1";"3";"2";"2";"1";"3";"1";"3";"2";"1";"1"
"Beñat Prados";"7004";"2";"2";"2";"4";"3";"2";"2";"2";"2";"2";"2"
"Abdulsamed Damlu";"7005";"12";"12";"12";"13";"10";"10";"14";"11";"12";"13";"13"
"Gonçalo Esteves";"7006";"3";"1";"3";"2";"1";"2";"1";"3";"2";"1";"2"
"Sergey Volkov";"7007";"1";"3";"1";"4";"1";"1";"2";"3";"2";"1";"2"
