"Name(ocultar)";"Futbolista_ID";"Nombre";"Apellidos";"Edad";"Posicion";"Nacionalidad 1";"Nacionalidad 2";"Nacionalidad 3";"Fecha de nacimiento";"Equipo";"Sueldo (Semanal)";"Sueldo (mensual)";"Sueldo (Anual)";"Club de Cesion (Solo Jugador cedido)";"Apariciones con la selección nacional";"Goles con la selección nacional"
"Bandar Al-Salamah";"7384";"Bandar";"Al-Salamah";"19";"EXTREMO";"Kuwait";;;"28/10/2002";"Al-Arabi Sporting Club";"1739";"6956";"83472";;"5";"0"
"Tawanda Maswanhise";"7385";"Tawanda";"Maswanhise";"19";"EXTREMO";"England";"Zimbabwe";;"20/11/2002";"Leicester City";"3480";"13920";"167040";;"0";"0"
"Wilson Odobert";"7386";"Wilson";"Odobert";"17";"EXTREMO";"France";;;"28/11/2004";"ESTAC Troyes";"924";"3696";"44352";;"0";"0"
"Sergey Babkin";"7387";"Sergey";"Babkin";"19";"MEDIOCENTRO DEFENSIVO";"Russia";;;"25/09/2002";"Lokomotiv Moscow";"7231";"28924";"347088";"Krylja Sovetov Samara";"0";"0"
"Fran Delgado";"7388";"Fran";"Delgado";"21";"LATERAL";"Spain";;;"11/07/2001";"Real Hispalis";"1294";"5176";"62112";;"0";"0"
"Jovan Šljivić";"7389";"Jovan";"Šljivić";"16";"CENTROCAMPISTA";"Serbia";;;"14/10/2005";"FK Crvena zvezda Beograd";"104";"416";"4992";;"0";"0"
"Fanil Sungatulin";"7390";"Fanil";"Sungatulin";"20";"CENTROCAMPISTA";"Russia";;;"24/12/2001";"Spartak Moscow";"4164";"16656";"199872";"Ural Yekaterinburg";"0";"0"
"Emmanuel van de Blaak";"7391";"Emmanuel";"van de Blaak";"17";"DEFENSA CENTRO";"Holland";"Nigeria";;"15/02/2005";"PSV Eindhoven";"505";"2020";"24240";;"0";"0"
"Carlos Paternina";"7392";"Carlos";"Paternina";"21";"EXTREMO";"Colombia";;;"12/04/2001";"Envigado Fútbol Club S.A.";"1956";"7824";"93888";"Philadelphia Union";"0";"0"
"Luka Reischl";"7393";"Luka";"Reischl";"18";"EXTREMO";"Austria";;;"10/01/2004";"Fussballclub RB Salzburg";"749";"2996";"35952";;"0";"0"
"Ziad El Sheiwi";"7394";"Ziad";"El Sheiwi";"18";"LATERAL";"Austria";;;"11/03/2004";"Fussballklub Austria Vienna";"840";"3360";"40320";;"0";"0"
"Filip Ristanic";"7395";"Filip";"Ristanic";"18";"EXTREMO";"Austria";;;"30/01/2004";"Fussballclub Admira Wacker Mödling";"1249";"4996";"59952";;"0";"0"
"Ronaldo Camará";"7396";"Ronaldo";"Camará";"19";"CENTROCAMPISTA";"Portugal";"Guinea-Bissau";;"05/01/2003";"Brianza";"3767";"15068";"180816";;"0";"0"
"Deivi Barrios";"7397";"Deivi";"Barrios";"18";"DEFENSA CENTRO";"Colombia";;;"30/03/2004";"Real Cartagena Fútbol Club S.A.";"1717";"6868";"82416";;"0";"0"
"Vanja Vlahović";"7398";"Vanja";"Vlahović";"18";"EXTREMO";"Serbia";;;"23/03/2004";"FK Partizan Beograd";"318";"1272";"15264";;"0";"0"
"Jin Jingdao";"7399";"Jin";"Jingdao";"29";"CENTROCAMPISTA";"China PR";;;"18/11/1992";"Shandong Taishan";"8828";"35312";"423744";;"18";"1"
"Hao Junmin";"7400";"Hao";"Junmin";"35";"EXTREMO";"China PR";;;"24/03/1987";"Guangzhou FC";"1674";"6696";"80352";;"90";"12"
"Neto";"7401";"Neto";"";"19";"MEDIOCENTRO DEFENSIVO";"Brazil";;;"11/09/2002";"ATM";"2236";"8944";"107328";;"0";"0"
"Juan Diego Castillo";"7402";"Juan";"Diego Castillo";"19";"PORTERO";"Colombia";;;"13/01/2003";"Fortaleza Fútbol Club S.A.";"1155";"4620";"55440";;"0";"0"
"Marcelo Morales";"7403";"Marcelo";"Morales";"19";"LATERAL";"Chile";;;"06/06/2003";"Universidad de Chile";"734";"2936";"35232";;"0";"0"
"Martin Palumbo";"7404";"Martin";"Palumbo";"20";"CENTROCAMPISTA";"Norway";"Italy";;"05/03/2002";"Udinese Calcio";"1422";"5688";"68256";"Juventus";"0";"0"
"Gor Manvelyan";"7405";"Gor";"Manvelyan";"20";"CENTROCAMPISTA";"Armenia";"France";;"09/04/2002";"FC Nantes";"930";"3720";"44640";;"0";"0"
"Filip Čuić";"7406";"Filip";"Čuić";"19";"DELANTERO";"Bosnia and Herzegovina";"Croatia";;"22/02/2003";"HNK Hajduk Split";"216";"864";"10368";"NK Kalcer Radomlje";"0";"0"
"Sekou Diawara";"7407";"Sekou";"Diawara";"18";"DELANTERO";"Belgium";"Guinea";;"08/02/2004";"K Racing Club Genk";"1000";"4000";"48000";;"0";"0"
"Marc Cucalón";"7408";"Marc";"Cucalón";"17";"MEDIOCENTRO DEFENSIVO";"Spain";;;"16/11/2004";"R. Madrid";"1031";"4124";"49488";;"0";"0"
"Dylan Stephenson";"7409";"Dylan";"Stephenson";"19";"EXTREMO";"England";;;"10/12/2002";"Newcastle United";"1044";"4176";"50112";;"0";"0"
"Justin Che";"7410";"Justin";"Che";"18";"LATERAL";"United States";"Germany";"Cameroon";"18/11/2003";"FC Dallas";"4033";"16132";"193584";"TSG Hoffenheim";"0";"0"
"Jakob Napoleon Romsaas";"7411";"Jakob";"Napoleon Romsaas";"18";"EXTREMO";"Norway";;;"16/05/2004";"Skeid Fotball";"201";"804";"9648";;"0";"0"
"César Palacios";"7412";"César";"Palacios";"17";"CENTROCAMPISTA";"Spain";;;"11/11/2004";"R. Madrid";"1031";"4124";"49488";;"0";"0"
"Lucas Assadi";"7413";"Lucas";"Assadi";"18";"EXTREMO";"Chile";;;"08/01/2004";"Universidad de Chile";"29";"116";"1392";;"0";"0"
"Shane Flynn";"7414";"Shane";"Flynn";"20";"LATERAL";"Republic of Ireland";;;"14/10/2001";"Leicester City";"1740";"6960";"83520";;"0";"0"
"Yeray Cabanzón";"7415";"Yeray";"Cabanzón";"19";"EXTREMO";"Spain";;;"14/05/2003";"R. Santander";"957";"3828";"45936";;"0";"0"
"Dire Mebude";"7416";"Dire";"Mebude";"18";"EXTREMO";"Scotland";"Nigeria";"England";"28/05/2004";"Manchester City";"3480";"13920";"167040";;"0";"0"
"Archie Gray";"7417";"Archie";"Gray";"16";"CENTROCAMPISTA";"England";"Scotland";;"12/03/2006";"Leeds United";"203";"812";"9744";;"0";"0"
"Noah Mbamba";"7418";"Noah";"Mbamba";"17";"CENTROCAMPISTA";"Belgium";;;"05/01/2005";"Club Brugge KV";"1249";"4996";"59952";;"0";"0"
"Zeidane Inoussa";"7419";"Zeidane";"Inoussa";"20";"EXTREMO";"Sweden";;;"13/05/2002";"Stade Malherbe Caen";"989";"3956";"47472";"Murcia";"0";"0"
"James Balagizi";"7420";"James";"Balagizi";"18";"EXTREMO";"England";"Democratic Republic of Congo";;"20/09/2003";"Liverpool";"2900";"11600";"139200";"Crawley Town";"0";"0"
"Héctor Holguín";"7421";"Héctor";"Holguín";"21";"PORTERO";"Mexico";"United States";;"24/04/2001";"CD Santos Laguna";"668";"2672";"32064";;"0";"0"
"Yury Zheleznov";"7422";"Yury";"Zheleznov";"19";"EXTREMO";"Russia";;;"15/11/2002";"Ural Yekaterinburg";"249";"996";"11952";;"0";"0"
"Omari Hutchinson";"7423";"Omari";"Hutchinson";"18";"EXTREMO";"England";"Jamaica";;"29/10/2003";"Chelsea";"17399";"69596";"835152";;"0";"0"
"Léo Linck";"7424";"Léo";"Linck";"21";"PORTERO";"Brazil";;;"03/03/2001";"ATP";"778";"3112";"37344";;"0";"0"
"David González";"7425";"David";"González";"20";"CENTROCAMPISTA";"Spain";;;"22/06/2002";"R. Madrid";"1031";"4124";"49488";"Numantia";"0";"0"
"Beraldo";"7426";"Beraldo";"";"18";"DEFENSA CENTRO";"Brazil";"Italy";;"24/11/2003";"SPO";"790";"3160";"37920";;"0";"0"
"Giorgi Kutsia";"7427";"Giorgi";"Kutsia";"22";"MEDIOCENTRO DEFENSIVO";"Georgia";;;"27/10/1999";"Dinamo Tbilisi";"1221";"4884";"58608";;"0";"0"
"Matteo Rizzo";"7428";"Matteo";"Rizzo";"17";"PORTERO";"Italy";;;"10/10/2004";"Pro Vercelli";"1698";"6792";"81504";;"0";"0"
"Oz Bilu";"7429";"Oz";"Bilu";"21";"EXTREMO";"Israel";"Portugal";;"16/01/2001";"Sport Club Ironi Ashdod";"534";"2136";"25632";;"0";"0"
"Agustín Riggio";"7430";"Agustín";"Riggio";"17";"EXTREMO";"Argentina";;;"02/10/2004";"Club de Gimnasia y Esgrima La Plata";"29";"116";"1392";;"0";"0"
"Silvano Vos";"7431";"Silvano";"Vos";"17";"MEDIOCENTRO DEFENSIVO";"Holland";;;"16/03/2005";"AFC Ajax";"3800";"15200";"182400";;"0";"0"
"Ismaël Gharbi";"7432";"Ismaël";"Gharbi";"18";"DELANTERO";"Spain";"France";"Tunisia";"10/04/2004";"Paris Saint-Germain";"1162";"4648";"55776";;"0";"0"
"Jude Soonsup-Bell";"7433";"Jude";"Soonsup-Bell";"18";"DELANTERO";"England";"Thailand";;"10/01/2004";"Chelsea";"5800";"23200";"278400";;"0";"0"
"Piotr Starzyński";"7434";"Piotr";"Starzyński";"18";"EXTREMO";"Poland";;;"22/01/2004";"Wisła Kraków";"1227";"4908";"58896";;"0";"0"
"Mees Bakker";"7435";"Mees";"Bakker";"21";"PORTERO";"Holland";;;"11/03/2001";"AZ Alkmaar";"776";"3104";"37248";"De Graafschap";"0";"0"
"Eugenio Pizzuto";"7436";"Eugenio";"Pizzuto";"20";"MEDIOCENTRO DEFENSIVO";"Mexico";"Italy";;"13/05/2002";"Sporting Clube de Braga";"2500";"10000";"120000";;"0";"0"
"Louie Barry";"7437";"Louie";"Barry";"19";"DELANTERO";"England";"Republic of Ireland";;"21/06/2003";"Aston Villa";"3480";"13920";"167040";"Milton Keynes Dons";"0";"0"
"Axel Encinas";"7438";"Axel";"Encinas";"18";"EXTREMO";"Argentina";;;"24/05/2004";"Club Atlético River Plate";"922";"3688";"44256";;"0";"0"
"Wu Xinghan";"7439";"Wu";"Xinghan";"29";"EXTREMO";"China PR";;;"24/02/1993";"Shandong Taishan";"6863";"27452";"329424";;"6";"1"
"Zhang Xizhe";"7440";"Zhang";"Xizhe";"31";"EXTREMO";"China PR";;;"23/01/1991";"Beijing Guo'an";"13951";"55804";"669648";;"37";"7"
"Wei Shihao";"7441";"Wei";"Shihao";"27";"EXTREMO";"China PR";;;"08/04/1995";"Guangzhou FC";"13951";"55804";"669648";;"19";"2"
"Yin Hongbo";"7442";"Yin";"Hongbo";"32";"EXTREMO";"China PR";;;"30/10/1989";"Meizhou Hakka";"5883";"23532";"282384";;"14";"1"
"Nathaniel Nwosu";"7443";"Nathaniel";"Nwosu";"16";"PORTERO";"Nigeria";;;"10/01/2006";"Water F.C. (NGA)";"0";"0";"0";;"0";"0"
"Loum Tchaouna";"7444";"Loum";"Tchaouna";"18";"EXTREMO";"France";"Chad";;"08/09/2003";"Stade Rennais FC";"948";"3792";"45504";"Dijon FCO";"0";"0"
"Brajan Gruda";"7445";"Brajan";"Gruda";"18";"EXTREMO";"Germany";"Albania";;"31/05/2004";"1. FSV Mainz 05";"1151";"4604";"55248";;"0";"0"
"Mihajlo Spasojević";"7446";"Mihajlo";"Spasojević";"18";"DELANTERO";"Serbia";;;"15/02/2004";"FK Čukarički Beograd";"280";"1120";"13440";;"0";"0"
"Konstantin Shiltsov";"7447";"Konstantin";"Shiltsov";"20";"CENTROCAMPISTA";"Russia";;;"07/05/2002";"Spartak Moscow";"4164";"16656";"199872";"Pari Nizhniy Novgorod";"0";"0"
"Marko Brkljača";"7448";"Marko";"Brkljača";"18";"CENTROCAMPISTA";"Croatia";;;"15/07/2004";"GNK Dinamo Zagreb";"1500";"6000";"72000";;"0";"0"
"Carlos Baleba";"7449";"Carlos";"Baleba";"18";"CENTROCAMPISTA";"Cameroon";;;"03/01/2004";"LOSC Lille";"929";"3716";"44592";;"0";"0"
"Plamen Andreev";"7450";"Plamen";"Andreev";"17";"PORTERO";"Bulgaria";;;"15/12/2004";"Levski Sofia";"349";"1396";"16752";;"0";"0"
"Dominik Braun";"7451";"Dominik";"Braun";"18";"DEFENSA CENTRO";"Croatia";;;"03/12/2003";"GNK Dinamo Zagreb";"1380";"5520";"66240";"NK Lokomotiva Zagreb";"0";"0"
"Sonny Perkins";"7452";"Sonny";"Perkins";"18";"EXTREMO";"England";;;"10/02/2004";"Leeds United";"2320";"9280";"111360";;"0";"0"
"Kevin Ackermann";"7453";"Kevin";"Ackermann";"21";"CENTROCAMPISTA";"Sweden";;;"24/05/2001";"Örgryte IS";"665";"2660";"31920";;"0";"0"
"Marvel";"7454";"Marvel";"";"19";"DEFENSA CENTRO";"Spain";"Morocco";"Nigeria";"07/01/2003";"R. Madrid";"943";"3772";"45264";;"0";"0"
"Luka Stojković";"7455";"Luka";"Stojković";"18";"EXTREMO";"Croatia";;;"28/10/2003";"NK Lokomotiva Zagreb";"285";"1140";"13680";;"0";"0"
"Amar Abdirahman Ahmed";"7456";"Amar";"Abdirahman Ahmed";"18";"EXTREMO";"Sweden";"Somalia";;"19/02/2004";"ESTAC Troyes";"811";"3244";"38928";;"0";"0"
"Yoel Lago";"7457";"Yoel";"Lago";"18";"MEDIOCENTRO DEFENSIVO";"Spain";;;"04/02/2004";"Vigo";"269";"1076";"12912";;"0";"0"
"Charlie Webster";"7458";"Charlie";"Webster";"18";"MEDIOCENTRO DEFENSIVO";"England";;;"31/01/2004";"Chelsea";"5800";"23200";"278400";;"0";"0"
"Léo Mana";"7459";"Léo";"Mana";"18";"LATERAL";"Brazil";;;"06/04/2004";"COR";"640";"2560";"30720";;"0";"0"
"Nikolaj Möller";"7460";"Nikolaj";"Möller";"20";"DELANTERO";"Sweden";"Denmark";;"20/07/2002";"Arsenal";"2320";"9280";"111360";"FC Den Bosch";"0";"0"
"Salvatore Pezzella";"7461";"Salvatore";"Pezzella";"22";"CENTROCAMPISTA";"Italy";;;"11/03/2000";"Triestina Calcio 1918";"1477";"5908";"70896";;"0";"0"
"Anton Tsarenko";"7462";"Anton";"Tsarenko";"18";"CENTROCAMPISTA";"Ukraine";;;"17/06/2004";"Dynamo Kyiv";"552";"2208";"26496";;"0";"0"
"Valentin Decarpentrie";"7463";"Valentin";"Decarpentrie";"20";"EXTREMO";"France";"Brazil";;"06/01/2002";"AS Monaco";"974";"3896";"46752";;"0";"0"
"Johan Bakke";"7464";"Johan";"Bakke";"18";"CENTROCAMPISTA";"Norway";;;"01/05/2004";"Molde FK";"806";"3224";"38688";;"0";"0"
"Micah Hamilton";"7465";"Micah";"Hamilton";"18";"EXTREMO";"England";;;"13/11/2003";"Manchester City";"3480";"13920";"167040";;"0";"0"
"Sala";"7466";"Sala";"";"19";"DELANTERO";"Spain";;;"10/05/2003";"R. Madrid";"943";"3772";"45264";"U. Murcia";"0";"0"
"Jahmari Clarke";"7467";"Jahmari";"Clarke";"18";"DELANTERO";"England";"Jamaica";;"02/10/2003";"Reading";"696";"2784";"33408";;"0";"0"
"José Alvarado";"7468";"José";"Alvarado";"22";"EXTREMO";"Mexico";;;"15/03/2000";"CF Monterrey";"698";"2792";"33504";"Club León";"0";"0"
"Karim Sow";"7469";"Karim";"Sow";"19";"DEFENSA CENTRO";"Switzerland";"Senegal";;"22/05/2003";"FC Lausanne-Sport";"1522";"6088";"73056";;"0";"0"
"Juanlu";"7470";"Juanlu";"";"18";"EXTREMO";"Spain";;;"15/08/2003";"Sevilla";"1495";"5980";"71760";"Mirandés";"0";"0"
"Peter";"7471";"Peter";"";"20";"EXTREMO";"Spain";"Dominican Republic";;"25/07/2002";"R. Madrid";"943";"3772";"45264";;"0";"0"
"Alessandro Fontanarosa";"7472";"Alessandro";"Fontanarosa";"19";"LATERAL";"Italy";;;"07/02/2003";"FC Internazionale Milano";"1378";"5512";"66144";;"0";"0"
"Martin Adeline";"7473";"Martin";"Adeline";"18";"CENTROCAMPISTA";"France";;;"02/12/2003";"Stade de Reims";"837";"3348";"40176";;"0";"0"
"Ángel Zapata";"7474";"Ángel";"Zapata";"21";"MEDIOCENTRO DEFENSIVO";"Mexico";;;"03/02/2001";"CF Monterrey";"596";"2384";"28608";;"0";"0"
"Samuel Giovane";"7475";"Samuel";"Giovane";"19";"MEDIOCENTRO DEFENSIVO";"Italy";;;"28/03/2003";"Atalanta";"977";"3908";"46896";"Ascoli Calcio 1898";"0";"0"
"Peng Xinli";"7476";"Peng";"Xinli";"31";"CENTROCAMPISTA";"China PR";;;"22/07/1991";"Shanghai Shenhua";"7354";"29416";"352992";;"2";"0"
"André Gomes";"7477";"André";"Gomes";"17";"PORTERO";"Portugal";;;"20/10/2004";"SL Benfica";"1500";"6000";"72000";;"0";"0"
"Pedro Santos";"7478";"Pedro";"Santos";"19";"EXTREMO";"Portugal";;;"10/02/2003";"SL Benfica";"3499";"13996";"167952";;"0";"0"
"Jamie Donley";"7479";"Jamie";"Donley";"17";"DELANTERO";"Northern Ireland";"England";;"03/01/2005";"Tottenham Hotspur";"203";"812";"9744";;"0";"0"
"Yannick Agnero";"7480";"Yannick";"Agnero";"19";"EXTREMO";"Ivory Coast";;;"20/02/2003";"Football Club Nordsjælland";"1284";"5136";"61632";;"0";"0"
"Devin Haen";"7481";"Devin";"Haen";"18";"DELANTERO";"Holland";;;"18/06/2004";"De Graafschap";"740";"2960";"35520";;"0";"0"
"Mahmoud Saber";"7482";"Mahmoud";"Saber";"20";"EXTREMO";"Egypt";;;"29/07/2001";"Pyramids Football Club";"2582";"10328";"123936";;"0";"0"
"Iggy Houben";"7483";"Iggy";"Houben";"17";"EXTREMO";"Holland";;;"07/12/2004";"PSV Eindhoven";"505";"2020";"24240";;"0";"0"
"Jamal Gonzaga";"7484";"Jamal";"Gonzaga";"17";"EXTREMO";"Holland";"Suriname";;"27/10/2004";"PSV Eindhoven";"668";"2672";"32064";;"0";"0"
"Arijon Ibrahimović";"7485";"Arijon";"Ibrahimović";"16";"EXTREMO";"Germany";"Kosovo";;"11/12/2005";"FC Bayern München";"64";"256";"3072";;"0";"0"
"Carlos Borges";"7486";"Carlos";"Borges";"18";"EXTREMO";"Portugal";"Guinea-Bissau";;"19/03/2004";"Manchester City";"3480";"13920";"167040";;"0";"0"
"Lukas Ullrich";"7487";"Lukas";"Ullrich";"18";"LATERAL";"Germany";;;"16/03/2004";"Hertha Berlin";"807";"3228";"38736";;"0";"0"
"Jake Garrett";"7488";"Jake";"Garrett";"19";"MEDIOCENTRO DEFENSIVO";"England";;;"10/03/2003";"Blackburn Rovers";"870";"3480";"41760";;"0";"0"
"Kaide Gordon";"7489";"Kaide";"Gordon";"17";"EXTREMO";"England";;;"05/10/2004";"Liverpool";"892";"3568";"42816";;"0";"0"
"Samuel Iling";"7490";"Samuel";"Iling";"18";"EXTREMO";"England";;;"04/10/2003";"Juventus";"255";"1020";"12240";;"0";"0"
"Khalil Fayad";"7491";"Khalil";"Fayad";"18";"CENTROCAMPISTA";"France";;;"09/06/2004";"Montpellier Hérault SC";"2320";"9280";"111360";;"0";"0"
"Will Alves";"7492";"Will";"Alves";"17";"CENTROCAMPISTA";"England";"Portugal";;"04/05/2005";"Leicester City";"168";"672";"8064";;"0";"0"
"Valentín Chocobar";"7493";"Valentín";"Chocobar";"17";"EXTREMO";"Argentina";;;"27/10/2004";"Club Atlético Chacarita Juniors";"6";"24";"288";;"0";"0"
"Marcel Wenig";"7494";"Marcel";"Wenig";"18";"CENTROCAMPISTA";"Germany";"Greece";;"04/05/2004";"Eintracht Frankfurt";"5768";"23072";"276864";;"0";"0"
"Süleyman Cebeci";"7495";"Süleyman";"Cebeci";"19";"EXTREMO";"Turkey";;;"05/01/2003";"Trabzonspor A.Ş.";"110";"440";"5280";;"0";"0"
"Ziad Tarek";"7496";"Ziad";"Tarek";"22";"EXTREMO";"Egypt";;;"19/06/2000";"Al-Ahly Sporting Club";"2428";"9712";"116544";;"0";"0"
"Sindre Walle Egeli";"7497";"Sindre";"Walle Egeli";"16";"EXTREMO";"Norway";;;"21/06/2006";"Football Club Nordsjælland";"409";"1636";"19632";;"0";"0"
"Charlie Whitaker";"7498";"Charlie";"Whitaker";"18";"EXTREMO";"England";;;"16/09/2003";"Everton";"1160";"4640";"55680";;"0";"0"
"Ariel Mosór";"7499";"Ariel";"Mosór";"19";"DEFENSA CENTRO";"Poland";;;"19/02/2003";"Piast Gliwice";"379";"1516";"18192";;"0";"0"
"Igor Strzałek";"7500";"Igor";"Strzałek";"18";"EXTREMO";"Poland";;;"10/01/2004";"Legia Warszawa";"168";"672";"8064";;"0";"0"
"Daniel Luna";"7501";"Daniel";"Luna";"19";"EXTREMO";"Colombia";;;"07/05/2003";"Asociación Deportivo Cali";"1774";"7096";"85152";;"0";"0"
"Alberto Herrera";"7502";"Alberto";"Herrera";"21";"CENTROCAMPISTA";"Mexico";;;"23/02/2001";"CF Puebla de la Franja";"209";"836";"10032";;"0";"0"
"Román Vega";"7503";"Román";"Vega";"18";"LATERAL";"Argentina";;;"01/01/2004";"Asociación Atlética Argentinos Juniors";"521";"2084";"25008";"Barcelona";"0";"0"
"Obed Vargas";"7504";"Obed";"Vargas";"16";"MEDIOCENTRO DEFENSIVO";"United States";;;"05/08/2005";"Seattle Sounders FC";"1269";"5076";"60912";;"0";"0"
"Theo Sander";"7505";"Theo";"Sander";"17";"PORTERO";"Denmark";"France";;"08/01/2005";"Aalborg Boldspilklub";"2036";"8144";"97728";;"0";"0"
"Iván Muñoz";"7506";"Iván";"Muñoz";"20";"LATERAL";"Spain";;;"27/02/2002";"Valencia";"941";"3764";"45168";;"0";"0"
"Ayman Kari";"7507";"Ayman";"Kari";"17";"CENTROCAMPISTA";"France";"Comoros";;"19/11/2004";"Paris Saint-Germain";"1010";"4040";"48480";;"0";"0"
"Rayane Bounida";"7508";"Rayane";"Bounida";"16";"EXTREMO";"Belgium";"Morocco";;"03/03/2006";"AFC Ajax";"100";"400";"4800";;"0";"0"
"Gaetano Oristanio";"7509";"Gaetano";"Oristanio";"19";"EXTREMO";"Italy";;;"28/09/2002";"FC Internazionale Milano";"1214";"4856";"58272";"FC Volendam";"0";"0"
"Tiago Geralnik";"7510";"Tiago";"Geralnik";"19";"EXTREMO";"Argentina";"Italy";;"31/03/2003";"Villarreal";"616";"2464";"29568";;"0";"0"
"Vasco Walz";"7511";"Vasco";"Walz";"17";"MEDIOCENTRO DEFENSIVO";"Italy";"Germany";;"15/10/2004";"Borussia Dortmund";"1368";"5472";"65664";;"0";"0"
"Brahim Traoré";"7512";"Brahim";"Traoré";"18";"DEFENSA CENTRO";"France";;;"04/02/2004";"Stade Malherbe Caen";"861";"3444";"41328";;"0";"0"
"Yaya Kader Fofana";"7513";"Yaya";"Kader Fofana";"18";"CENTROCAMPISTA";"Mali";;;"12/06/2004";"RC Lens";"645";"2580";"30960";;"0";"0"
"Omar El Hilali";"7514";"Omar";"El Hilali";"18";"LATERAL";"Morocco";"Spain";;"12/09/2003";"Espanyol";"420";"1680";"20160";;"0";"0"
"Jobe Bellingham";"7515";"Jobe";"Bellingham";"16";"CENTROCAMPISTA";"England";;;"23/09/2005";"Birmingham City";"203";"812";"9744";;"0";"0"
"Tomás Avilés";"7516";"Tomás";"Avilés";"18";"DEFENSA CENTRO";"Chile";"Argentina";;"03/02/2004";"Racing Club de Avellaneda";"1774";"7096";"85152";;"0";"0"
"João Valido";"7517";"João";"Valido";"22";"PORTERO";"Portugal";;;"03/03/2000";"Futebol Clube de Arouca";"719";"2876";"34512";;"0";"0"
"Chem Campbell";"7518";"Chem";"Campbell";"19";"EXTREMO";"Wales";"England";"Jamaica";"30/12/2002";"Wolverhampton Wanderers";"5800";"23200";"278400";;"0";"0"
"Malick Fofana";"7519";"Malick";"Fofana";"17";"EXTREMO";"Belgium";"Guinea";;"30/03/2005";"KAA Gent";"749";"2996";"35952";;"0";"0"
"Iván Fresneda";"7520";"Iván";"Fresneda";"17";"LATERAL";"Spain";;;"28/09/2004";"Valladolid";"856";"3424";"41088";;"0";"0"
"Enzo Franco";"7521";"Enzo";"Franco";"18";"DEFENSA CENTRO";"Argentina";;;"27/01/2004";"Club Atlético Independiente";"29";"116";"1392";;"0";"0"
"Emre Demir";"7522";"Emre";"Demir";"18";"CENTROCAMPISTA";"Turkey";;;"15/01/2004";"Barcelona";"6139";"24556";"294672";;"0";"0"
"Rafel Obrador";"7523";"Rafel";"Obrador";"18";"LATERAL";"Spain";;;"24/02/2004";"R. Madrid";"856";"3424";"41088";;"0";"0"
"Kazımcan Karataş";"7524";"Kazımcan";"Karataş";"19";"LATERAL";"Turkey";;;"16/01/2003";"Galatasaray A.Ş.";"9482";"37928";"455136";;"0";"0"
"Emin Bayram";"7525";"Emin";"Bayram";"19";"DEFENSA CENTRO";"Turkey";;;"02/04/2003";"Galatasaray A.Ş.";"552";"2208";"26496";;"0";"0"
"Aleix Garrido";"7526";"Aleix";"Garrido";"18";"MEDIOCENTRO DEFENSIVO";"Spain";;;"22/02/2004";"Barcelona";"624";"2496";"29952";;"0";"0"
"Antonio Raimondo";"7527";"Antonio";"Raimondo";"18";"DELANTERO";"Italy";;;"18/03/2004";"Bologna FC 1909";"1422";"5688";"68256";;"0";"0"
"Olivier Aertssen";"7528";"Olivier";"Aertssen";"17";"DEFENSA CENTRO";"Holland";;;"07/08/2004";"AFC Ajax";"612";"2448";"29376";;"0";"0"
"Dani Barcia";"7529";"Dani";"Barcia";"19";"LATERAL";"Spain";;;"19/01/2003";"Coruña";"64";"256";"3072";;"0";"0"
"Rocco Ascone";"7530";"Rocco";"Ascone";"18";"MEDIOCENTRO DEFENSIVO";"France";"Italy";;"12/09/2003";"LOSC Lille";"645";"2580";"30960";"Football Club Nordsjælland";"0";"0"
"Max Normann Williamsen";"7531";"Max";"Normann Williamsen";"19";"DEFENSA CENTRO";"Norway";;;"24/07/2003";"Kristiansund BK";"454";"1816";"21792";;"0";"0"
"Mateusão";"7532";"Mateusão";"";"18";"DELANTERO";"Brazil";;;"23/04/2004";"FLA";"715";"2860";"34320";;"0";"0"
"Federico Brancolini";"7533";"Federico";"Brancolini";"21";"PORTERO";"Italy";;;"14/07/2001";"Salento";"1481";"5924";"71088";;"0";"0"
"Maksim Paskotši";"7534";"Maksim";"Paskotši";"19";"DEFENSA CENTRO";"Estonia";;;"19/01/2003";"Tottenham Hotspur";"1160";"4640";"55680";;"16";"0"
"David Mella";"7535";"David";"Mella";"17";"EXTREMO";"Spain";;;"23/05/2005";"Coruña";"64";"256";"3072";;"0";"0"
"Abdoulaye Kamara";"7536";"Abdoulaye";"Kamara";"17";"CENTROCAMPISTA";"Guinea";"France";;"06/11/2004";"Borussia Dortmund";"1262";"5048";"60576";;"0";"0"
"Luis Félix";"7537";"Luis";"Félix";"21";"LATERAL";"Mexico";;;"01/09/2000";"Querétaro FC";"191";"764";"9168";;"0";"0"
"Sebastian Kosa";"7538";"Sebastian";"Kosa";"18";"DEFENSA CENTRO";"Slovakia";;;"13/09/2003";"FC Spartak Trnava";"420";"1680";"20160";;"0";"0"
"Eduard Radaslavescu";"7539";"Eduard";"Radaslavescu";"17";"CENTROCAMPISTA";"Romania";;;"30/07/2004";"Fotbal Club FCSB";"1291";"5164";"61968";;"0";"0"
"Marc Casadó";"7540";"Marc";"Casadó";"18";"MEDIOCENTRO DEFENSIVO";"Spain";;;"14/09/2003";"Barcelona";"1825";"7300";"87600";;"0";"0"
"Diego Stramaccioni";"7541";"Diego";"Stramaccioni";"21";"LATERAL";"Italy";;;"02/01/2001";"Juventus";"1851";"7404";"88848";;"0";"0"
